"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.323146582E2,9.864486694E-2,7.467521210E0,6.410419464E0
2.323246992E2,8.681945801E-2,7.461833038E0,6.400989075E0
2.323347402E2,7.110214233E-2,7.477550354E0,6.393055573E0
2.323447812E2,1.053808594E-1,7.491022339E0,6.389912109E0
2.323548222E2,7.604187012E-2,7.493716736E0,6.382277985E0
2.323648632E2,5.164260864E-2,7.493716736E0,6.413712616E0
2.323749042E2,2.933898926E-2,7.506140900E0,6.424639893E0
2.323849452E2,-3.442840576E-3,7.514373779E0,6.425837402E0
2.323949862E2,1.182540894E-2,7.500752106E0,6.429130554E0
2.324050275E2,2.918930054E-2,7.520061951E0,6.356082458E0
2.324150685E2,1.071771240E-1,7.538473663E0,6.257736969E0
2.324251095E2,1.752854919E-1,7.546407166E0,6.201903076E0
2.324351505E2,1.555265808E-1,7.551646271E0,6.138435059E0
2.324451915E2,1.237925720E-1,7.580087128E0,6.176605682E0
2.324552325E2,8.053253174E-2,7.589367828E0,6.224805450E0
2.324652735E2,2.365081787E-2,7.586523743E0,6.258036346E0
2.324753145E2,8.382568359E-3,7.588320007E0,6.271658020E0
2.324853555E2,5.538482666E-3,7.592960358E0,6.247408447E0
2.324953965E2,3.038681030E-2,7.612868958E0,6.186485138E0
2.325054375E2,5.822891235E-2,7.613318024E0,6.101461945E0
2.325154785E2,5.957611084E-2,7.630831604E0,6.049519958E0
2.325255195E2,4.026626587E-2,7.636220398E0,6.037095795E0
2.325355605E2,1.062789917E-2,7.642207947E0,6.044580231E0
2.325456015E2,-3.442840576E-3,7.650440826E0,6.104904785E0
2.325556435E2,-6.735992432E-3,7.660469971E0,6.146967316E0
2.325656845E2,6.002517700E-2,7.677534485E0,6.127657471E0
2.325757255E2,9.505233765E-2,7.676935730E0,6.166127472E0
2.325857665E2,2.245330811E-3,7.668104095E0,6.263125763E0
2.325958075E2,-8.517288208E-2,7.667804718E0,6.303691406E0
2.326058485E2,-5.269042969E-2,7.671996002E0,6.347999268E0
2.326158895E2,-5.837860107E-3,7.713459778E0,6.252497864E0
2.326259305E2,1.049317932E-1,7.730973358E0,6.110592957E0
2.326359715E2,2.483335876E-1,7.732769623E0,5.981860657E0
2.326460125E2,2.902464294E-1,7.757168884E0,5.900879059E0
2.326560535E2,2.061213684E-1,7.771688690E0,5.861959991E0
2.326660945E2,9.669891357E-2,7.770940247E0,5.900579681E0
2.326761355E2,1.100212097E-1,7.787705383E0,5.902525635E0
2.326861765E2,9.190887451E-2,7.798932037E0,5.900429993E0
2.326962175E2,5.089416504E-2,7.794441376E0,5.951174469E0
2.327062585E2,-2.874023438E-2,7.800428925E0,6.037395172E0
2.327162995E2,-5.179229736E-2,7.807913361E0,6.052962799E0
2.327263405E2,-1.257385254E-2,7.807763672E0,5.983357544E0
2.327363815E2,-6.960525513E-2,7.828869781E0,5.931565247E0
2.327464225E2,-6.032455444E-2,7.836952972E0,5.899681549E0
2.327564635E2,4.790039062E-3,7.859256592E0,5.812562714E0
2.327665045E2,1.267863464E-1,7.878566437E0,5.702242126E0
2.327765455E2,1.532812500E-1,7.902965698E0,5.621859283E0
2.327865865E2,1.389111328E-1,7.911947021E0,5.619164886E0
2.327966275E2,1.184037781E-1,7.912545776E0,5.657036133E0
2.328066685E2,7.125183105E-2,7.906857605E0,5.706732788E0
2.328167095E2,4.311035156E-2,7.910450134E0,5.733527069E0
2.328267505E2,2.245330811E-2,7.918982391E0,5.717809753E0
2.328367915E2,1.017883301E-2,7.945028229E0,5.736670532E0
2.328468325E2,1.766326904E-2,7.943381653E0,5.719606018E0
2.328568735E2,9.460327148E-2,7.947123871E0,5.684129791E0
2.328669145E2,1.681004333E-1,7.969128113E0,5.672304382E0
2.328769555E2,2.040257263E-1,7.972870331E0,5.693410492E0
2.328869965E2,1.559756470E-1,7.986492004E0,5.718707886E0
2.328970375E2,6.017486572E-2,7.970325623E0,5.766159210E0
2.329070785E2,-3.412902832E-2,7.989485779E0,5.836063843E0
2.329171195E2,-9.265731812E-2,7.984396362E0,5.850134583E0
2.329271605E2,-1.137634277E-2,7.997868347E0,5.812263336E0
2.329372025E2,8.592132568E-2,8.003406830E0,5.731880493E0
2.329472435E2,1.059796143E-1,8.022417297E0,5.649551697E0
2.329572845E2,1.218466187E-1,8.029901733E0,5.626349945E0
2.329673255E2,1.457968140E-1,8.037685547E0,5.568570099E0
2.329773665E2,1.309776306E-1,8.059989166E0,5.545518036E0
2.329874075E2,1.170565796E-1,8.069120178E0,5.551206207E0
2.329974485E2,7.065307617E-2,8.069419556E0,5.506898346E0
2.330074895E2,3.562591553E-2,8.081394653E0,5.446873169E0
2.330175305E2,3.083587646E-2,8.090375977E0,5.396727448E0
2.330275715E2,5.613327026E-2,8.109386444E0,5.392536163E0
2.330376125E2,1.130149841E-1,8.108188934E0,5.371280365E0
2.330476535E2,1.091230774E-1,8.123906250E0,5.379662933E0
2.330576945E2,1.169068909E-1,8.141120453E0,5.387446747E0
2.330677355E2,8.487350464E-2,8.121062164E0,5.374274139E0
2.330777765E2,7.409591675E-2,8.134833527E0,5.363945618E0
2.330878175E2,7.140151978E-2,8.141270142E0,5.378016357E0
2.330978585E2,2.844085693E-3,8.128247223E0,5.406906281E0
2.331078995E2,-8.053253174E-2,8.120613098E0,5.450465698E0
2.331179405E2,-1.606159973E-1,8.114026794E0,5.492378540E0
2.331279815E2,-1.528321838E-1,8.111781464E0,5.552254028E0
2.331380225E2,-5.628295898E-2,8.133935394E0,5.491630096E0
2.331480635E2,1.960922241E-2,8.156089325E0,5.434449005E0
2.331581045E2,9.071136475E-2,8.148455200E0,5.426066437E0
2.331681455E2,9.520202637E-2,8.183182983E0,5.378465424E0
2.331781865E2,1.022373962E-1,8.170459442E0,5.343887329E0
2.331882275E2,7.289840698E-2,8.197104034E0,5.318589935E0
2.331982685E2,7.274871826E-2,8.159981232E0,5.331912231E0
2.332083095E2,7.020401001E-2,8.184979248E0,5.259762268E0
2.332183505E2,9.116043091E-2,8.197253723E0,5.313949585E0
2.332283915E2,6.122268677E-2,8.199049988E0,5.373076630E0
2.332384325E2,-5.388793945E-3,8.185578003E0,5.437891846E0
2.332484735E2,6.242019653E-2,8.188422089E0,5.507796478E0
2.332585145E2,1.166075134E-1,8.198002167E0,5.510939941E0
2.332685555E2,8.038284302E-2,8.189769287E0,5.515430603E0
2.332785965E2,4.490661621E-2,8.205336914E0,5.497467957E0
2.332886375E2,2.574645996E-2,8.193361816E0,5.489833832E0
2.332986795E2,4.071533203E-2,8.226742401E0,5.442532196E0
2.333087205E2,-1.017883301E-2,8.209079132E0,5.381010132E0
2.333187615E2,2.709365845E-2,8.219856720E0,5.375471649E0
2.333288025E2,1.960922241E-2,8.228987732E0,5.325924683E0
2.333388435E2,-3.742218018E-3,8.231981506E0,5.327421570E0
2.333488845E2,-5.029541016E-2,8.233328705E0,5.381159821E0
2.333589255E2,-8.412506104E-2,8.232729950E0,5.412444763E0
2.333689665E2,-3.442840576E-3,8.252339172E0,5.354964294E0
2.333790075E2,1.487905884E-1,8.276439056E0,5.210514679E0
2.333890485E2,3.174897766E-1,8.290509796E0,5.070555725E0
2.333990895E2,2.851570129E-1,8.289761353E0,5.005740509E0
2.334091304E2,1.863624573E-1,8.285570068E0,5.119653625E0
2.334191714E2,4.909790039E-2,8.281229095E0,5.216202850E0
2.334292124E2,1.871109009E-2,8.284671936E0,5.239105225E0
2.334392534E2,1.960922241E-2,8.296497345E0,5.234913940E0
2.334492944E2,-9.729766846E-3,8.288863220E0,5.214855652E0
2.334593354E2,-7.334747314E-3,8.293653259E0,5.199737091E0
2.334693764E2,2.963836670E-2,8.318950653E0,5.175038452E0
2.334794174E2,4.236190796E-2,8.331674194E0,5.126389618E0
2.334894584E2,6.691085815E-2,8.318950653E0,5.090763702E0
2.334994994E2,7.768844604E-2,8.327183533E0,5.063220978E0
2.335095404E2,5.194198608E-2,8.332272949E0,5.138514404E0
2.335195814E2,4.041595459E-3,8.333171082E0,5.220394135E0
2.335296224E2,-1.407073975E-2,8.318651276E0,5.279221802E0
2.335396634E2,-7.035369873E-3,8.320447540E0,5.306614838E0
2.335497044E2,6.212081909E-2,8.339008942E0,5.237758026E0
2.335597454E2,1.573228455E-1,8.344397736E0,5.222938843E0
2.335697864E2,1.815724182E-1,8.348738708E0,5.138514404E0
2.335798274E2,1.326242065E-1,8.349487152E0,5.070406036E0
2.335898684E2,1.097218323E-1,8.353977814E0,5.127287750E0
2.335999094E2,3.517684937E-2,8.363108826E0,5.150339813E0
2.336099504E2,-1.811233521E-2,8.363408203E0,5.169350281E0
2.336199914E2,6.286926270E-3,8.353678436E0,5.194647675E0
2.336300324E2,3.278182983E-2,8.365354156E0,5.149591370E0
2.336400734E2,9.086105347E-2,8.391250305E0,5.063220978E0
2.336501144E2,1.366658020E-1,8.396190033E0,5.018763428E0
2.336601554E2,1.091230774E-1,8.401429138E0,4.986430664E0
2.336701964E2,8.457412720E-2,8.400081940E0,4.958438873E0
2.336802384E2,2.380050659E-2,8.418643341E0,4.950056305E0
2.336902794E2,2.050735474E-2,8.425978088E0,4.947661285E0
2.337003204E2,2.574645996E-2,8.418194275E0,5.006788330E0
2.337103614E2,2.559677124E-2,8.429420929E0,5.014721832E0
2.337204024E2,6.646179199E-2,8.442593536E0,5.003644867E0
2.337304434E2,8.232879639E-2,8.441994781E0,4.982838135E0
2.337404844E2,7.304809570E-2,8.437803497E0,4.995711365E0
2.337505254E2,8.771759033E-2,8.453071747E0,5.022206268E0
2.337605664E2,6.361770630E-2,8.440198517E0,5.050198059E0
2.337706074E2,-2.035766602E-2,8.448581085E0,5.117557983E0
2.337806484E2,-2.395019531E-2,8.452023926E0,5.088218994E0
2.337906894E2,9.325607300E-2,8.476123810E0,5.019362183E0
2.338007304E2,1.484912109E-1,8.496930542E0,4.910388794E0
2.338107714E2,1.636097717E-1,8.497828674E0,4.791685638E0
2.338208124E2,1.465452576E-1,8.504115601E0,4.766987000E0
2.338308534E2,1.152603149E-1,8.510701904E0,4.747826843E0
2.338408944E2,5.733078003E-2,8.509953461E0,4.740791473E0
2.338509354E2,3.008743286E-2,8.516390076E0,4.801864471E0
2.338609764E2,2.948867798E-2,8.520880737E0,4.780009918E0
2.338710174E2,3.278182983E-2,8.524922333E0,4.785698090E0
2.338810584E2,4.236190796E-2,8.531808014E0,4.752766571E0
2.338910994E2,5.388793945E-2,8.531358948E0,4.696034546E0
2.339011404E2,6.810836792E-2,8.565188599E0,4.662803650E0
2.339111814E2,3.158432007E-2,8.556356964E0,4.659809875E0
2.339212224E2,-2.439926147E-2,8.559350739E0,4.744234314E0
2.339312634E2,1.796264648E-3,8.559350739E0,4.795128479E0
2.339413044E2,4.101470947E-2,8.554111633E0,4.819827118E0
2.339513454E2,1.254391479E-1,8.580157471E0,4.804558868E0
2.339613864E2,1.628613281E-1,8.584648132E0,4.747377777E0
2.339714274E2,1.399589539E-1,8.582552490E0,4.682562561E0
2.339814684E2,8.128097534E-2,8.577014008E0,4.721930695E0
2.339915094E2,6.885681152E-3,8.586294708E0,4.793182526E0
2.340015504E2,-2.514770508E-2,8.591384125E0,4.817881165E0
2.340115914E2,2.679428101E-2,8.591833191E0,4.863386536E0
2.340216324E2,1.136137390E-1,8.589737549E0,4.798122253E0
2.340316734E2,1.318757629E-1,8.609795837E0,4.748874664E0
2.340417144E2,1.246907043E-1,8.600664825E0,4.756658478E0
2.340517554E2,7.050338745E-2,8.608149261E0,4.815785522E0
2.340617974E2,2.484832764E-2,8.615484009E0,4.841082916E0
2.340718384E2,4.026626587E-2,8.622968445E0,4.814887390E0
2.340818794E2,5.119354248E-2,8.631949768E0,4.754413147E0
2.340919204E2,8.068222046E-2,8.641529846E0,4.663103027E0
2.341019614E2,1.249900818E-1,8.646020508E0,4.651726685E0
2.341120024E2,1.386117554E-1,8.672515411E0,4.618346100E0
2.341220434E2,1.341210938E-1,8.674311676E0,4.580325165E0
2.341320844E2,1.330732727E-1,8.673862610E0,4.540058899E0
2.341421254E2,8.352630615E-2,8.692424011E0,4.548890533E0
2.341521664E2,2.170486450E-2,8.695866852E0,4.550088043E0
2.341622074E2,-1.152603149E-2,8.693920898E0,4.523144073E0
2.341722484E2,-8.981323242E-3,8.710386658E0,4.501888275E0
2.341822894E2,5.298980713E-2,8.722661133E0,4.455484772E0
2.341923304E2,5.179229736E-2,8.735534363E0,4.398453369E0
2.342023714E2,1.023870850E-1,8.746761017E0,4.334536285E0
2.342124124E2,1.679507446E-1,8.754544830E0,4.256099396E0
2.342224534E2,1.565744019E-1,8.770561523E0,4.211192780E0
2.342324944E2,9.295669556E-2,8.779842224E0,4.231550446E0
2.342425354E2,8.981323242E-4,8.760682068E0,4.299958191E0
2.342525764E2,-7.484436035E-4,8.779093781E0,4.321812744E0
2.342626174E2,6.227050781E-2,8.787626038E0,4.251908112E0
2.342726584E2,1.173559570E-1,8.806337128E0,4.205504608E0
2.342826994E2,1.321751404E-1,8.797206116E0,4.175716553E0
2.342927404E2,1.251397705E-1,8.807085571E0,4.173620911E0
2.343027814E2,6.212081909E-2,8.811276855E0,4.220623169E0
2.343128224E2,1.541793823E-2,8.805888062E0,4.213288422E0
2.343228634E2,2.185455322E-2,8.811127167E0,4.234693909E0
2.343329044E2,6.032455444E-2,8.837622070E0,4.180356903E0
2.343429454E2,8.966354370E-2,8.828940125E0,4.120182037E0
2.343529864E2,6.810836792E-2,8.855135651E0,4.123924255E0
2.343630274E2,4.385879517E-2,8.831484833E0,4.174069977E0
2.343730684E2,1.481918335E-2,8.843160553E0,4.241280212E0
2.343831094E2,3.023712158E-2,8.858279114E0,4.226610718E0
2.343931504E2,9.145980835E-2,8.854686584E0,4.136348419E0
2.344031919E2,1.041833496E-1,8.860524445E0,4.122127991E0
2.344132329E2,9.834548950E-2,8.862021332E0,4.167034607E0
2.344232739E2,7.723937988E-2,8.867260437E0,4.176165619E0
2.344333159E2,6.586303711E-2,8.861272888E0,4.170627136E0
2.344433569E2,3.682342529E-2,8.903634796E0,4.189038849E0
2.344533979E2,3.203338623E-2,8.845405884E0,4.234095154E0
2.344634389E2,8.562194824E-2,8.873846741E0,4.146227875E0
2.344734799E2,1.082249451E-1,8.888815613E0,4.101620636E0
2.344835209E2,1.046324158E-1,8.871900787E0,4.159101105E0
2.344935619E2,4.939727783E-2,8.890761566E0,4.153862000E0
2.345036029E2,6.975494385E-2,8.896000671E0,4.101470947E0
2.345136439E2,8.666976929E-2,8.879385223E0,4.099674683E0
2.345236849E2,7.873626709E-2,8.902287598E0,4.107009430E0
2.345337259E2,4.745132446E-2,8.909023590E0,4.097878418E0
2.345437669E2,7.738906860E-2,8.881780243E0,4.080364838E0
2.345538079E2,4.595443726E-2,8.910819855E0,4.076023865E0
2.345638489E2,2.888992310E-2,8.910819855E0,4.066892853E0
2.345738899E2,1.242416382E-2,8.915759583E0,4.071982269E0
2.345839309E2,1.631607056E-2,8.906478882E0,4.073329468E0
2.345939719E2,2.544708252E-2,8.916508026E0,4.096082153E0
2.346040129E2,2.993774414E-3,8.926237793E0,4.097129974E0
2.346140539E2,2.095642090E-2,8.925040283E0,4.128564606E0
2.346240949E2,-1.422042847E-2,8.920399933E0,4.176165619E0
2.346341359E2,1.377136230E-2,8.939410400E0,4.163142700E0
2.346441769E2,9.774673462E-2,8.941506042E0,4.076023865E0
2.346542179E2,1.047821045E-1,8.953331451E0,4.004023590E0
2.346642589E2,1.068777466E-1,8.958420868E0,3.955674133E0
2.346742999E2,7.394622803E-2,8.963959351E0,3.942052460E0
2.346843409E2,6.795867920E-2,8.956923981E0,3.987557831E0
2.346943819E2,1.035845947E-1,8.977880402E0,3.958368530E0
2.347044229E2,1.463955688E-1,8.977581024E0,3.930526428E0
2.347144639E2,1.782792664E-1,8.981472931E0,3.888314209E0
2.347245049E2,1.190025330E-1,8.998238068E0,3.933969269E0
2.347345459E2,1.466949463E-2,8.991651764E0,3.971541138E0
2.347445869E2,-1.047821045E-3,8.984167328E0,3.973038025E0
2.347546279E2,5.987548828E-4,8.987909546E0,3.885470123E0
2.347646689E2,2.200424194E-2,9.018296356E0,3.789519653E0
2.347747099E2,8.232879639E-2,9.019493866E0,3.697012024E0
2.347847509E2,7.379653931E-2,9.023535461E0,3.668421478E0
2.347947919E2,6.271957397E-2,9.033115540E0,3.717070312E0
2.348048339E2,5.224136353E-2,9.024134216E0,3.771706696E0
2.348148749E2,7.723937988E-2,9.034612427E0,3.821852417E0
2.348249159E2,1.059796143E-1,9.048383789E0,3.754791870E0
2.348349569E2,1.158590698E-1,9.065897369E0,3.714076538E0
2.348449979E2,5.673202515E-2,9.057814178E0,3.759432220E0
2.348550389E2,-3.323089600E-2,9.052575073E0,3.844156036E0
2.348650799E2,-5.688171387E-2,9.067244568E0,3.860621796E0
2.348751209E2,9.280700684E-3,9.064400482E0,3.789519653E0
2.348851619E2,9.265731812E-2,9.090596008E0,3.685036926E0
2.348952029E2,1.564247131E-1,9.093140717E0,3.637884979E0
2.349052439E2,1.576222229E-1,9.088200989E0,3.588487701E0
2.349152849E2,1.407073975E-1,9.091793518E0,3.584296417E0
2.349253259E2,8.801696777E-2,9.113049316E0,3.602558441E0
2.349353669E2,2.918930054E-2,9.102720795E0,3.600163422E0
2.349454079E2,2.948867798E-2,9.109905853E0,3.590733032E0
2.349554489E2,4.670288086E-2,9.126072235E0,3.589236145E0
2.349654899E2,5.942642212E-2,9.113947449E0,3.588637390E0
2.349755309E2,4.071533203E-2,9.132957916E0,3.578907623E0
2.349855719E2,8.277786255E-2,9.147028656E0,3.554508362E0
2.349956129E2,7.364685059E-2,9.153914337E0,3.542832642E0
2.350056539E2,7.289840698E-2,9.142388306E0,3.484603729E0
2.350156949E2,9.220825195E-2,9.165290680E0,3.401676178E0
2.350257359E2,1.097218323E-1,9.166787567E0,3.389401703E0
2.350357769E2,6.511459351E-2,9.172775116E0,3.406316528E0
2.350458179E2,2.035766602E-2,9.182654572E0,3.423081665E0
2.350558589E2,3.203338623E-2,9.189989319E0,3.423830109E0
2.350658999E2,4.864883423E-2,9.192084961E0,3.450774078E0
2.350759409E2,5.882766724E-2,9.193132782E0,3.454815674E0
2.350859819E2,8.831634521E-2,9.191186829E0,3.417243805E0
2.350960229E2,8.876541138E-2,9.203910370E0,3.351081390E0
2.351060639E2,6.526428223E-2,9.215436401E0,3.297642517E0
2.351161049E2,6.421646118E-2,9.225764923E0,3.266058197E0
2.351261459E2,6.451583862E-2,9.228609009E0,3.250041504E0
2.351361869E2,9.190887451E-2,9.230704651E0,3.225791931E0
2.351462279E2,8.532257080E-2,9.252708893E0,3.185375977E0
2.351562689E2,8.577163696E-2,9.242230682E0,3.214565277E0
2.351663109E2,6.750961304E-2,9.260492706E0,3.198249207E0
2.351763519E2,9.894424438E-2,9.265582123E0,3.161725159E0
2.351863929E2,9.924362183E-2,9.261390839E0,3.118465118E0
2.351964339E2,3.637435913E-2,9.268426208E0,3.125500488E0
2.352064749E2,3.113525391E-2,9.273815002E0,3.140918427E0
2.352165159E2,5.343887329E-2,9.289382629E0,3.146157532E0
2.352265569E2,5.104385376E-2,9.287286987E0,3.114722900E0
2.352365979E2,7.080276489E-2,9.295220490E0,3.118165741E0
2.352466389E2,6.780899048E-2,9.305249634E0,3.115920410E0
2.352566799E2,6.511459351E-2,9.313033447E0,3.090173950E0
2.352667209E2,7.948471069E-2,9.316176910E0,3.031945038E0
2.352767619E2,1.196012878E-1,9.333091736E0,2.965932312E0
2.352868029E2,1.184037781E-1,9.339528351E0,2.967279510E0
2.352968439E2,9.939331055E-2,9.348509674E0,2.976260834E0
2.353068849E2,7.050338745E-2,9.350904694E0,2.989882507E0
2.353169259E2,4.894821167E-2,9.348809052E0,3.003803558E0
2.353269669E2,6.242019653E-2,9.350755005E0,2.964285736E0
2.353370079E2,5.897735596E-2,9.366172943E0,2.878663788E0
2.353470489E2,6.107299805E-2,9.364077301E0,2.818189545E0
2.353570899E2,7.978408813E-2,9.388326874E0,2.746488647E0
2.353671309E2,4.984634399E-2,9.396410065E0,2.686164093E0
2.353771719E2,4.460723877E-2,9.406588898E0,2.669398956E0
2.353872129E2,5.463638306E-2,9.412426758E0,2.593806152E0
2.353972539E2,5.792953491E-2,9.416618042E0,2.522254944E0
2.354072945E2,7.319778442E-2,9.428144073E0,2.491119690E0
2.354173355E2,7.723937988E-2,9.436227264E0,2.442770233E0
2.354273765E2,7.080276489E-2,9.441616058E0,2.436632996E0
2.354374175E2,4.311035156E-2,9.444460144E0,2.408341827E0
2.354474585E2,5.284011841E-2,9.460776215E0,2.371368713E0
2.354574995E2,6.152206421E-2,9.461674347E0,2.339335327E0
2.354675405E2,9.535171509E-2,9.470505981E0,2.337838440E0
2.354775815E2,1.249900818E-1,9.467362518E0,2.307900696E0
2.354876225E2,1.125659180E-1,9.484726410E0,2.311792603E0
2.354976635E2,1.041833496E-1,9.481582947E0,2.326761475E0
2.355077045E2,8.801696777E-2,9.470056915E0,2.336191864E0
2.355177455E2,7.873626709E-2,9.487570496E0,2.341281281E0
2.355277865E2,5.867797852E-2,9.495803375E0,2.362088013E0
2.355378285E2,5.388793945E-2,9.486223297E0,2.363884277E0
2.355478695E2,5.179229736E-2,9.490564270E0,2.410886536E0
2.355579105E2,4.191284180E-2,9.483678589E0,2.461780701E0
2.355679515E2,4.819976807E-2,9.488169250E0,2.499502258E0
2.355779925E2,5.718109131E-2,9.498348083E0,2.508782959E0
2.355880335E2,4.296066284E-2,9.492210846E0,2.571951599E0
2.355980745E2,6.002517700E-2,9.505084076E0,2.590812378E0
2.356081155E2,6.316864014E-2,9.501042480E0,2.550695801E0
2.356181565E2,1.025367737E-1,9.495054932E0,2.503094788E0
2.356281975E2,8.277786255E-2,9.506580963E0,2.456541595E0
2.356382385E2,7.499404907E-2,9.505533142E0,2.419418793E0
2.356482795E2,1.019380188E-1,9.508826294E0,2.376009064E0
2.356583205E2,3.427871704E-2,9.521849213E0,2.317780151E0
2.356683615E2,5.448669434E-2,9.516460419E0,2.278861084E0
2.356784025E2,9.879455566E-2,9.536518707E0,2.194137268E0
2.356884435E2,7.694000244E-2,9.543703766E0,2.113305359E0
2.356984845E2,1.252894592E-1,9.552385712E0,2.069446564E0
2.357085255E2,1.011895752E-1,9.553134155E0,2.047442322E0
2.357185665E2,7.349716187E-2,9.562414856E0,2.018851776E0
2.357286075E2,6.631210327E-2,9.557325439E0,2.012265472E0
2.357386485E2,7.559280396E-2,9.556127930E0,1.983674927E0
2.357486895E2,7.304809570E-2,9.579479370E0,1.939516754E0
2.357587305E2,7.963439941E-2,9.579329681E0,1.953587494E0
2.357687715E2,7.604187012E-2,9.572893066E0,1.976340179E0
2.357788125E2,6.421646118E-2,9.573192444E0,2.019899597E0
2.357888535E2,2.859054565E-2,9.575587463E0,2.065404968E0
2.357988945E2,2.170486450E-2,9.575886841E0,2.070344696E0
2.358089355E2,3.487747192E-2,9.575288086E0,2.018253021E0
2.358189765E2,9.550140381E-2,9.596693573E0,1.930385742E0
2.358290175E2,1.275347900E-1,9.599687347E0,1.865720215E0
2.358390585E2,1.353186035E-1,9.602830811E0,1.856140137E0
2.358490995E2,9.879455566E-2,9.598639526E0,1.859433289E0
2.358591405E2,1.038839722E-1,9.612111511E0,1.889221344E0
2.358691825E2,1.070274353E-1,9.620643768E0,1.901046753E0
2.358792235E2,7.559280396E-2,9.621990967E0,1.869163055E0
2.358892645E2,6.526428223E-2,9.619895325E0,1.853445740E0
2.358993055E2,3.532653809E-2,9.618548126E0,1.802850952E0
2.359093465E2,-1.496887207E-4,9.620344391E0,1.749561768E0
2.359193875E2,1.871109009E-2,9.616302795E0,1.700613556E0
2.359294285E2,5.179229736E-2,9.630972290E0,1.618584137E0
2.359394695E2,8.382568359E-2,9.630373535E0,1.503174133E0
2.359495105E2,1.245410156E-1,9.647288361E0,1.482816467E0
2.359595515E2,1.086740112E-1,9.650581512E0,1.519789581E0
2.359695925E2,7.993377686E-2,9.642947388E0,1.569486237E0
2.359796335E2,6.840774536E-2,9.649084625E0,1.581311646E0
2.359896745E2,8.397537231E-2,9.650581512E0,1.541344757E0
2.359997155E2,9.684860229E-2,9.660910034E0,1.461261292E0
2.360097565E2,7.963439941E-2,9.666448517E0,1.399589539E0
2.360197975E2,7.214996338E-2,9.665999451E0,1.380279694E0
2.360298385E2,7.529342651E-2,9.664652252E0,1.380279694E0
2.360398795E2,7.694000244E-2,9.677076416E0,1.379231873E0
2.360499205E2,7.349716187E-2,9.669591980E0,1.413211212E0
2.360599615E2,1.050814819E-1,9.675878906E0,1.436562653E0
2.360700025E2,7.409591675E-2,9.676627350E0,1.439406738E0
2.360800435E2,5.553451538E-2,9.678573303E0,1.471889191E0
2.360900845E2,6.271957397E-2,9.671088867E0,1.480870514E0
2.361001255E2,3.757186890E-2,9.665101318E0,1.524280243E0
2.361101665E2,2.724334717E-2,9.672585754E0,1.544787598E0
2.361202075E2,1.945953369E-2,9.678722992E0,1.577868805E0
2.361302485E2,4.999603271E-2,9.669442291E0,1.611848145E0
2.361402895E2,8.457412720E-2,9.679172058E0,1.615889740E0
2.361503305E2,8.756790161E-2,9.671987000E0,1.572929077E0
2.361603715E2,1.502874756E-1,9.678423615E0,1.465452576E0
2.361704125E2,1.504371643E-1,9.680818634E0,1.418150940E0
2.361804535E2,1.209484863E-1,9.683962097E0,1.428329773E0
2.361904945E2,5.927673340E-2,9.693542175E0,1.487157440E0
2.362005355E2,3.203338623E-2,9.680070190E0,1.471140747E0
2.362105765E2,3.457809448E-2,9.686656494E0,1.433269501E0
2.362206185E2,4.700225830E-2,9.697434082E0,1.384620667E0
2.362306595E2,5.897735596E-2,9.693242798E0,1.329535217E0
2.362407005E2,8.891510010E-2,9.711055756E0,1.247206421E0
2.362507415E2,1.112187195E-1,9.710606689E0,1.205443268E0
2.362607825E2,1.236428833E-1,9.716594238E0,1.154848480E0
2.362708235E2,1.248403931E-1,9.709858246E0,1.137634277E0
2.362808645E2,9.789642334E-2,9.699380035E0,1.131497040E0
2.362909055E2,8.756790161E-2,9.709558868E0,1.126856689E0
2.363009465E2,6.466552734E-2,9.705816650E0,1.121318207E0
2.363109875E2,5.119354248E-2,9.715247040E0,1.154249725E0
2.363210285E2,5.358856201E-2,9.713750153E0,1.201401672E0
2.363310695E2,4.849914551E-2,9.714199219E0,1.182241516E0
2.363411105E2,7.349716187E-2,9.726174316E0,1.179846497E0
2.363511515E2,8.786727905E-2,9.724378052E0,1.147663422E0
2.363611925E2,1.040336609E-1,9.716594238E0,1.111289062E0
2.363712335E2,7.649093628E-2,9.724527740E0,1.091230774E0
2.363812745E2,7.948471069E-2,9.725276184E0,1.089883575E0
2.363913155E2,9.954299927E-2,9.730964355E0,1.067280579E0
2.364013565E2,4.909790039E-2,9.727521515E0,1.022673340E0
2.364113978E2,5.328918457E-2,9.730066223E0,1.006506958E0
2.364214388E2,7.828720093E-2,9.746382294E0,9.913883972E-1
2.364314798E2,9.759704590E-2,9.747280426E0,9.448352051E-1
2.364415208E2,1.119671631E-1,9.745933228E0,9.279203796E-1
2.364515618E2,1.357676697E-1,9.753267975E0,8.882528687E-1
2.364616028E2,7.903564453E-2,9.737400970E0,8.934919739E-1
2.364716438E2,4.026626587E-2,9.738897858E0,8.972341919E-1
2.364816848E2,2.215393066E-2,9.737251282E0,9.035211182E-1
2.364917258E2,2.679428101E-2,9.732760620E0,9.062155151E-1
2.365017668E2,5.149291992E-2,9.742191010E0,9.202862549E-1
2.365118078E2,9.310638428E-2,9.754764862E0,9.379495239E-1
2.365218488E2,1.309776306E-1,9.752968597E0,8.830137634E-1
2.365318898E2,1.456471252E-1,9.756261749E0,8.090675354E-1
