"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.775857871E1,-9.140951931E-2,-1.525790691E-1,-2.158677131E-1
3.785814471E1,1.536855400E-1,-1.430022568E-1,-1.923911572E-1
3.795770971E1,8.656938076E-1,3.377569020E-1,-2.250728905E-1
3.805727571E1,-1.793054193E-1,3.075295091E-1,-2.945506945E-2
3.815684071E1,-3.302952945E-1,-4.000939131E-1,5.594228506E-1
3.825640671E1,1.223357245E-1,-1.221843138E-1,1.217852607E-1
3.835597171E1,-4.931717366E-2,1.249216646E-1,9.169413447E-1
3.845553771E1,-6.253908575E-2,4.307205603E-2,6.517652273E-1
3.855510321E1,1.451791823E-1,2.282104641E-1,7.712642550E-1
3.865466921E1,-2.171984613E-1,-9.007557482E-2,3.057800531E-1
3.875423421E1,9.964234829E-1,4.910861254E-1,5.929084420E-1
3.885379921E1,5.940342546E-1,2.168819606E-1,1.490785182E-1
3.895336521E1,-6.416218281E-1,-1.060554162E-1,3.250046968E-1
3.905293021E1,6.816711277E-2,2.457064092E-1,3.082452118E-1
3.915249621E1,-3.621572852E-1,1.249467768E-2,-1.847700924E-1
3.925206121E1,-8.427217603E-2,-6.747002900E-2,-1.964334249E-1
3.935162621E1,-1.879035383E-1,-1.791431457E-1,-3.534102142E-1
3.945119221E1,4.835091531E-2,-1.585728675E-1,1.416877806E-1
3.955075721E1,3.859702349E-1,-7.547210902E-2,-6.194638088E-2
3.965032296E1,1.074786305E0,4.083308876E-1,2.102718502E-1
3.974988796E1,-7.368341684E-1,5.765869468E-2,5.466905236E-1
3.984945396E1,-5.537142232E-2,-1.646004766E-1,7.796736956E-1
3.994901896E1,1.635913402E-1,1.651471853E-1,6.995215416E-1
4.004858396E1,-5.263169110E-2,9.263442457E-2,1.207743883E0
4.014814996E1,6.147851050E-2,2.019227445E-1,9.349834323E-1
4.024771496E1,9.912320226E-2,2.082315236E-1,1.075605035E0
4.034727996E1,6.673149765E-2,-1.768982261E-1,4.879016280E-1
4.044684596E1,7.598662972E-1,2.515422106E-1,5.608754754E-1
4.054641096E1,1.917109489E-1,-6.073888764E-2,2.403806448E-1
4.064597696E1,-6.845811605E-1,-3.536538184E-1,4.757588208E-1
4.074554233E1,3.856222630E-1,3.605747521E-1,7.637583017E-1
4.084510733E1,-4.605472088E-1,-3.626325354E-2,4.532774910E-2
4.094467333E1,4.378842935E-2,-1.475786325E-2,5.893174186E-2
4.104423833E1,8.461419493E-2,-9.611687064E-2,-2.507194281E-1
4.114380333E1,8.294612169E-2,-1.837438196E-1,3.416920453E-2
4.124336933E1,4.495280087E-1,1.203986183E-1,-3.276397586E-1
4.134293433E1,8.443332314E-1,5.406809449E-1,-4.237046465E-2
4.144249933E1,-8.418208957E-1,-3.046089085E-3,5.516833663E-1
4.154206533E1,-1.141310483E-1,5.176925287E-2,4.739599228E-1
4.164163033E1,-1.470107585E-2,2.505389154E-1,6.589510441E-1
4.174119533E1,-7.603681833E-2,9.787543863E-2,1.006315947E0
4.184076133E1,2.835477889E-2,5.967549607E-2,8.185803890E-1
4.194032600E1,1.470536888E-1,-1.049982477E-2,7.714455724E-1
4.203989100E1,2.676053941E-1,-1.968667656E-1,1.928027570E-1
4.213945700E1,8.222876787E-1,2.680979967E-1,2.789659202E-1
4.223902200E1,-9.178120494E-1,-5.039760470E-1,-1.601090133E-1
4.233858700E1,2.073755264E-1,5.407369733E-1,7.372222543E-1
4.243815200E1,-1.396348774E-1,4.534794949E-3,9.779293090E-2
4.253771800E1,-2.635787725E-1,-1.189992204E-1,-1.548046619E-1
4.263728300E1,3.893605247E-2,-8.716854453E-2,-2.136086375E-1
4.273684800E1,-8.671943843E-2,-1.316224337E-1,-1.790886670E-1
4.283641400E1,3.572226167E-1,-1.670235768E-2,-3.201243579E-1
4.293597900E1,1.152914882E0,5.696632862E-1,-1.415502280E-1
4.303554446E1,-7.979722023E-1,-3.121358529E-2,4.504664838E-1
4.313510946E1,-1.630639583E-1,-1.826050729E-1,2.204789817E-1
4.323467546E1,-8.873744309E-2,9.866926074E-2,3.758167028E-1
4.333424046E1,-8.975418657E-2,-7.025628351E-3,6.532067060E-1
4.343380546E1,9.336625785E-2,8.974996954E-2,5.980127454E-1
4.353337046E1,9.209741838E-4,-6.151974201E-2,5.298295021E-1
4.363293646E1,2.820743620E-1,-8.484336734E-2,1.956673712E-1
4.373250146E1,7.826532125E-1,2.173689455E-1,1.061395109E-1
4.383206646E1,-1.410973668E-1,-7.126209140E-2,-4.343504608E-1
4.393163246E1,-4.449518025E-1,4.937085137E-2,2.446826249E-1
4.403119746E1,-2.683426812E-2,1.093845963E-1,-2.119001448E-1
4.413076196E1,-3.841191828E-1,-5.592747405E-2,-4.859558046E-1
4.423032696E1,-6.111894175E-2,-1.017692834E-1,-4.848497808E-1
4.432989196E1,-6.895539165E-2,-9.701121598E-2,-3.959513605E-1
4.442945796E1,4.683538526E-2,7.138258964E-2,-2.248257101E-1
4.452902296E1,4.553028345E-1,1.452129036E-1,-4.165238738E-1
4.462858796E1,8.798165917E-1,4.699434936E-1,-8.256392181E-2
4.472815296E1,-1.041814208E0,-3.474351466E-1,2.923123240E-1
4.482771896E1,-1.927404553E-1,-1.892452687E-1,-2.014349103E-1
4.492728396E1,-1.411845684E-1,1.307989210E-1,3.295282423E-1
4.502684896E1,-2.142659128E-1,2.805872820E-2,4.047237933E-1
4.512641396E1,-9.565380216E-2,5.932496116E-2,4.225075245E-1
4.522597896E1,-8.981706947E-2,-1.463382095E-1,3.786835372E-1
4.532554508E1,3.962789178E-1,9.864545427E-3,-8.006501943E-3
4.542511008E1,9.075001478E-1,2.602536082E-1,3.340485319E-2
4.552467508E1,-1.037968993E0,-5.364245176E-1,-2.008672059E-1
4.562424008E1,1.443018317E-1,3.504129052E-1,3.054013550E-1
4.572380508E1,-5.901311040E-1,-1.033107117E-1,-4.997504950E-1
4.582337108E1,-8.533500880E-2,2.799228765E-2,-2.526464164E-1
4.592293608E1,-1.027120873E-1,-4.527416825E-2,-3.874709904E-1
4.602250108E1,-1.295990199E-1,-1.103692204E-1,-2.181708217E-1
4.612206608E1,1.966949701E-1,-3.437949717E-2,-5.488798022E-1
4.622163108E1,1.032620549E0,3.741486073E-1,-1.805982143E-1
4.632119708E1,-7.918907404E-1,1.583666801E-1,-3.875530139E-2
4.642076212E1,-2.056760043E-1,-3.813734651E-1,1.075097248E-1
4.652032712E1,1.468488276E-1,1.042362899E-1,5.018392950E-2
4.661989213E1,-2.145075351E-1,-3.343417868E-2,4.606750011E-1
4.671945713E1,1.167803816E-2,9.906183183E-2,1.385293007E-1
4.681902212E1,9.381303936E-2,1.039798260E-1,4.540563226E-1
4.691858812E1,6.063424051E-2,-2.488554418E-1,1.357724145E-2
4.701815312E1,5.490452051E-1,1.642695814E-1,1.029688045E-1
4.711771812E1,2.230977118E-1,-2.295893617E-2,-2.990461588E-1
4.721728313E1,-7.725780606E-1,-2.111922204E-1,1.010501105E-2
4.731684813E1,2.034905851E-1,1.970851123E-1,2.568048239E-2
4.741641312E1,-4.006898105E-1,1.359273680E-2,-3.074471056E-1
4.751597812E1,-5.249528959E-2,-4.550848529E-2,-3.349388242E-1
4.761554412E1,-8.292190731E-2,-6.243234128E-2,-3.661785126E-1
4.771510913E1,-7.171733677E-2,-1.060431823E-1,-1.298846304E-1
4.781467413E1,1.888883412E-1,7.054547314E-3,-4.658568799E-1
4.791423912E1,7.172080278E-1,3.791165948E-1,-1.185606644E-1
4.801380412E1,-2.794121206E-1,1.407384276E-1,-2.217153087E-3
4.811336912E1,-5.902392417E-2,-2.909830213E-1,1.072303057E-1
4.821293412E1,2.800988499E-3,-6.371203344E-3,-7.942610234E-2
4.831250013E1,-2.963101566E-1,-1.096575558E-1,5.054109097E-1
4.841206513E1,9.361021221E-2,1.358804405E-1,3.948632479E-1
4.851163012E1,6.234287098E-2,1.033834442E-1,5.139167309E-1
4.861119512E1,-6.236176938E-2,-8.511208743E-2,2.559159398E-1
4.871076058E1,4.769522697E-2,-1.279799193E-1,1.403813511E-1
4.881032558E1,2.648820281E-1,5.131737143E-2,-5.367185175E-2
4.890989058E1,2.476802617E-1,8.079314232E-2,-2.718121409E-1
4.900945558E1,-4.004912972E-1,-2.177410871E-1,-3.165348768E-1
4.910902058E1,1.324711274E-2,1.749899685E-1,5.977521837E-2
4.920858658E1,-2.019670457E-1,3.370125964E-2,-4.949507117E-1
4.930815158E1,-2.291616648E-1,-4.707948491E-2,-5.314457417E-1
4.940771658E1,-9.114589542E-2,-4.563576356E-2,-4.722779393E-1
4.950728158E1,-1.589895487E-1,-1.299837232E-1,-3.563380539E-1
4.960684658E1,4.386923462E-2,-2.297881842E-1,-2.015940249E-1
4.970641158E1,7.426208351E-3,-1.892492026E-1,-5.310966372E-1
4.980597583E1,5.527188182E-1,1.505091637E-1,-8.095690608E-2
4.990554083E1,-1.657520384E-1,1.451426446E-1,1.396506280E-1
5.000510583E1,-1.649710834E-1,-3.222751021E-1,3.843102753E-1
5.010467083E1,1.444668472E-1,-1.060735732E-1,9.378316998E-2
5.020423683E1,-2.229194045E-1,-1.157727391E-1,6.927617192E-1
5.030380183E1,-3.612561151E-2,6.208017096E-2,3.392765224E-1
5.040336683E1,7.565757725E-3,7.800833881E-2,5.072589517E-1
5.050293183E1,-9.876289964E-2,-1.914576441E-1,1.458155811E-1
5.060249683E1,5.673379898E-1,1.695211679E-1,2.683382928E-1
5.070206183E1,8.543844819E-1,1.850858182E-1,1.427927315E-1
5.080162683E1,-1.090885401E0,-4.172376692E-1,-4.518086314E-1
5.090119183E1,1.519270390E-1,2.365744859E-1,1.564119607E-1
5.100075696E1,-4.451903701E-1,2.024529688E-2,-5.133602023E-1
5.110032196E1,-1.541893482E-1,-1.757373288E-2,-2.763056159E-1
5.119988696E1,-1.034818441E-1,-5.436162651E-2,-3.892891705E-1
5.129945196E1,-9.703828394E-2,-1.203872189E-1,-1.838522404E-1
5.139901696E1,2.312723696E-1,-4.742160812E-2,-1.874424368E-1
5.149858196E1,4.078207910E-1,1.298283488E-1,-4.064380229E-1
5.159814796E1,7.128578424E-1,3.219418526E-1,-4.010498151E-2
5.169771296E1,-7.090510130E-1,-7.316001505E-2,4.282113314E-1
5.179727796E1,-1.538170725E-1,-1.329699457E-1,-1.990002096E-1
5.189684296E1,-1.758501232E-1,5.842626095E-2,3.056453168E-1
5.199640796E1,-1.758498847E-1,-3.270201012E-2,3.601026535E-1
5.209597346E1,-6.454829127E-2,4.074278474E-2,3.892121911E-1
5.219553846E1,-1.634398252E-1,-8.137314022E-2,4.640626013E-1
5.229510346E1,3.306486905E-1,3.085844517E-1,1.007321626E-1
5.239466846E1,9.993712306E-1,2.675498128E-1,8.647122979E-2
5.249423346E1,-9.481117129E-1,-3.438324630E-1,-3.073699474E-1
5.259379846E1,7.288616151E-2,1.676240861E-1,3.418849111E-1
5.269336346E1,-2.748929262E-1,3.887050226E-2,-1.773916781E-1
5.279292846E1,-3.964402154E-2,-2.502431348E-2,-1.515962481E-1
5.289249346E1,-1.323331334E-2,-1.363208443E-1,-3.519921601E-1
5.299205846E1,-4.124828428E-2,-1.838947833E-1,-1.771847755E-1
5.309162346E1,3.561734259E-1,-6.029112265E-2,-4.390648305E-1
5.319118846E1,1.143264055E0,4.026517868E-1,-9.612221271E-2
5.329075375E1,-9.014840722E-1,-7.306216657E-2,2.016517222E-1
5.339031875E1,-2.224317566E-2,-2.423355542E-2,-5.707342178E-2
5.348988375E1,-1.295232177E-1,9.242068976E-2,2.936857343E-1
5.358944875E1,-1.799084395E-1,4.103011452E-3,3.343710601E-1
5.368901375E1,-3.737894073E-2,5.859699100E-2,3.023564219E-1
5.378857875E1,-2.567606270E-1,-1.901117414E-1,2.486007363E-1
5.388814375E1,2.007087171E-1,-8.347934484E-2,1.232396662E-1
5.398770875E1,9.010365605E-1,1.646551937E-1,3.073029518E-1
5.408727375E1,-8.320528269E-1,-3.100730181E-1,-5.172103047E-1
5.418683875E1,1.287543681E-2,2.874282300E-1,3.210002780E-1
5.428640375E1,-2.841818631E-1,5.080578849E-3,-4.148663282E-1
5.438596850E1,-2.527963743E-2,-2.797424234E-2,-3.166730702E-1
5.448553450E1,1.862574518E-1,-7.546179742E-2,-2.606198788E-1
5.458509950E1,-3.862553835E-2,-2.156765014E-1,-2.102760822E-1
5.468466450E1,2.856070101E-1,-3.440252319E-2,-3.577241004E-1
5.478422950E1,1.104064822E0,4.081557095E-1,-2.287415266E-1
5.488379450E1,-1.146494150E0,-2.648339421E-2,2.553304471E-2
5.498335950E1,-1.354795098E-1,-1.951055229E-2,-1.111228392E-1
5.508292450E1,-1.869807243E-1,1.227446645E-2,2.037079781E-1
5.518248950E1,-2.164013386E-1,-4.051298834E-3,3.107574284E-1
5.528205450E1,-4.729073867E-2,3.213997558E-2,3.672318161E-1
5.538161950E1,-1.375144273E-1,-2.409252152E-2,1.527303755E-1
5.548118412E1,7.470584940E-3,-1.421623379E-1,5.594788492E-2
5.558074912E1,9.765844941E-1,2.583056390E-1,3.527514637E-1
5.568031413E1,-6.187712550E-1,-2.680595517E-1,-4.811565578E-1
5.577987913E1,1.054787189E-1,1.214911342E-1,3.875446916E-1
5.587944412E1,-2.614402771E-1,-5.027060583E-2,-4.213084579E-1
5.597900912E1,-2.721365094E-1,-9.746012092E-2,-1.893380880E-1
5.607857312E1,1.176687889E-3,-8.061253279E-2,-2.909365892E-1
5.617813812E1,-7.131607085E-2,-1.214248762E-1,-1.714013368E-1
5.627770313E1,3.056312799E-1,-2.090982795E-1,-2.005060315E-1
5.637726813E1,9.432297945E-1,2.722378671E-1,-2.447489649E-1
5.647683312E1,-8.630979657E-1,4.772194102E-2,-1.328058690E-1
5.657639812E1,-9.187339246E-2,-2.549259663E-1,1.120382473E-1
5.667596308E1,1.052865908E-1,4.119014740E-2,5.253993347E-2
5.677552808E1,-1.119669154E-1,4.078899696E-2,5.480228066E-1
5.687509308E1,-1.602620631E-1,-3.697224893E-4,1.239714175E-1
5.697465808E1,1.649840772E-1,1.146475747E-1,4.611995518E-1
5.707422308E1,-1.396194845E-1,-2.808631957E-1,-8.743946999E-2
5.717378808E1,8.831170797E-1,3.403781652E-1,2.030187547E-1
5.727335308E1,-2.472704351E-1,-1.353188008E-1,-4.313636422E-1
5.737291808E1,-3.713306040E-2,2.299633175E-1,4.028913379E-1
5.747248308E1,-2.433229685E-1,-9.826461226E-2,-7.984706759E-2
5.757204808E1,-2.167240828E-1,-6.533867121E-2,-8.937847614E-2
5.767161308E1,-6.901095808E-2,-1.878971308E-1,-2.582434118E-1
5.777117883E1,-8.412554860E-2,-7.435660809E-2,-1.564538777E-1
5.787074383E1,2.019467056E-1,-2.190092355E-1,1.560259610E-3
5.797030883E1,8.661119342E-1,4.043130577E-1,-1.901167333E-1
5.806987383E1,-3.142510056E-1,2.351834625E-1,-7.444047928E-2
5.816943883E1,-2.810314596E-1,-3.044766784E-1,1.489355564E-1
5.826900383E1,8.988304436E-2,-1.231069677E-2,7.285472006E-2
5.836856883E1,-8.813749999E-2,5.128525198E-2,6.208958626E-1
5.846813383E1,-1.059529930E-1,3.031695820E-2,1.844621152E-1
5.856769883E1,1.383383274E-1,1.353866160E-1,5.700224042E-1
5.866726383E1,1.899540871E-1,-1.238037273E-1,5.075952411E-2
5.876682883E1,7.130478621E-1,2.043396235E-1,1.742598601E-2
5.886639358E1,-2.847261727E-1,-2.231385261E-1,-4.148300290E-1
5.896595858E1,-1.200501695E-1,1.396925300E-1,3.914220929E-1
5.906552258E1,-1.294073462E-1,-2.463343181E-2,-2.640256882E-1
5.916508758E1,-3.606178164E-1,-9.956046194E-2,-4.357045293E-1
5.926465258E1,-7.662224025E-2,-6.005718932E-2,-3.949892223E-1
5.936421758E1,-1.741298437E-1,-6.064278632E-2,-2.117537260E-1
5.946378258E1,-6.242811307E-2,-6.588170677E-2,-1.631265730E-1
5.956334758E1,3.637404442E-1,1.474097222E-1,-3.133073449E-1
5.966291258E1,8.692730665E-1,2.423221618E-1,3.859524056E-2
5.976247758E1,-7.795784473E-1,-1.913562864E-1,4.148456156E-1
5.986204258E1,-7.707546651E-2,-1.557788849E-1,-1.105235144E-1
5.996160758E1,-1.096743792E-1,1.423103660E-1,5.259346366E-1
6.006117237E1,-1.653399616E-1,2.931668796E-2,4.911952019E-1
6.016073738E1,6.063754112E-2,3.649439290E-2,4.091102481E-1
6.026030238E1,-6.265433133E-2,-1.306423545E-1,1.620119810E-1
6.035986737E1,6.897398829E-1,2.692202926E-1,1.172128096E-1
6.045943237E1,6.152344942E-1,8.685351163E-2,-8.335531503E-2
6.055899737E1,-9.318219423E-1,-4.305959940E-1,1.981489956E-1
6.065856137E1,3.310582414E-2,8.294368535E-2,-9.491840005E-2
6.075812638E1,-4.023124278E-1,-1.549349818E-2,-4.619245529E-1
6.085769138E1,-1.671573222E-1,-1.387549490E-1,-2.760009170E-1
6.095725637E1,-1.083540767E-1,-1.141067445E-1,-3.544122279E-1
6.105682137E1,-7.146658003E-2,-1.643420160E-1,-1.484285444E-1
6.115638658E1,5.180613399E-1,1.057420820E-1,-4.773247242E-1
6.125595158E1,7.964423895E-1,3.506225049E-1,-2.496166825E-1
6.135551658E1,-5.689595342E-1,-1.206668615E-1,3.747899830E-1
6.145508158E1,-8.377385139E-2,-2.168686986E-1,2.324640378E-2
6.155464658E1,-1.183958724E-2,1.035993919E-1,4.636983871E-1
6.165421158E1,-2.085962147E-1,-3.237775341E-2,2.762710750E-1
6.175377658E1,-7.721966505E-2,1.088562142E-2,4.658215642E-1
6.185334158E1,-8.055771142E-2,-1.704415083E-1,2.481952012E-1
6.195290658E1,5.392816067E-1,9.537107497E-2,-7.569137961E-2
6.205247058E1,1.011174560E0,2.945844531E-1,-9.137403220E-2
6.215203558E1,-1.199019074E0,-3.206602633E-1,-1.932679117E-1
6.225160058E1,-6.181590632E-2,7.205651700E-2,6.865242869E-2
6.235116583E1,-3.423721194E-1,5.391060933E-2,-6.416008472E-1
6.245073083E1,-1.367574930E-1,-7.732182741E-2,-3.962470293E-1
6.255029583E1,-1.579858512E-1,-6.735721976E-2,-4.435577393E-1
6.264986083E1,-6.966865063E-2,-1.757356822E-1,-5.619405210E-2
6.274942583E1,5.791382194E-1,1.902527213E-1,-4.822009206E-1
6.284899083E1,8.019967675E-1,3.818646967E-1,-2.691368461E-1
6.294855583E1,-8.861427307E-1,-2.527361214E-1,3.435051143E-1
6.304812083E1,3.392645717E-2,-2.207911387E-2,1.435827017E-1
6.314768583E1,4.428096861E-2,1.177038997E-1,5.400156975E-1
6.324724983E1,-1.348077506E-1,-2.553464612E-3,4.500179589E-1
6.334681483E1,2.496243268E-2,1.551623270E-2,5.818870664E-1
6.344637900E1,-9.292820096E-2,-4.777633771E-2,2.692857385E-1
6.354594400E1,4.763344526E-1,1.567164361E-1,-1.338071935E-2
6.364550900E1,9.856718779E-1,2.655939758E-1,1.318567991E-1
6.374507400E1,-8.002155423E-1,-1.404352188E-1,-1.283912268E-2
6.384463900E1,-1.504153162E-1,2.954258025E-2,-5.979253352E-2
6.394420400E1,-3.816007078E-1,-1.246350538E-2,-6.419190168E-1
6.404376900E1,-9.524881840E-2,-1.155924946E-1,-4.969642162E-1
6.414333400E1,-1.080275252E-1,-1.128259078E-1,-4.835012257E-1
6.424289900E1,-1.672931761E-1,-1.523755491E-1,-3.466353053E-3
6.434246300E1,2.204705328E-1,-1.486039758E-1,-5.781370997E-1
6.444202800E1,8.272508979E-1,3.461341858E-1,-1.510355473E-1
6.454159296E1,-6.839824319E-1,-7.342877984E-2,4.629030228E-1
6.464115796E1,-1.085784286E-2,-1.243169978E-1,4.341558553E-3
6.474072296E1,-8.412520587E-2,4.665590450E-2,5.378727913E-1
6.484028796E1,-1.040179580E-1,2.407852560E-2,3.600276709E-1
6.493985296E1,1.524143666E-2,-1.476312242E-2,4.447472095E-1
6.503941796E1,-6.180062424E-3,-1.798511893E-1,2.496491224E-1
6.513898296E1,4.087293148E-1,-1.807391644E-2,1.860358566E-2
6.523854696E1,9.519806504E-1,2.626658082E-1,1.728589274E-2
6.533811196E1,-1.052395940E0,-1.977714598E-1,-2.573353648E-1
6.543767696E1,-4.889306426E-2,1.126559824E-1,3.599511087E-1
6.553724196E1,-3.308295012E-1,-2.389935032E-2,-1.784910113E-1
6.563680696E1,9.126798809E-2,-1.000995412E-1,-1.193231270E-1
6.573637200E1,2.036395520E-1,-2.919474430E-2,-1.736023277E-1
6.583593700E1,8.120702952E-2,-1.136320382E-1,-2.664535344E-1
6.593550200E1,9.275225401E-1,4.437724948E-1,-9.053629637E-2
6.603506700E1,-7.028748989E-1,7.486489415E-2,-1.743279248E-1
6.613463100E1,-2.208585292E-2,-5.833702162E-2,-1.574627757E-1
6.623419600E1,-3.859252855E-2,1.385914087E-1,3.273258358E-2
6.633376100E1,-1.695159227E-1,2.800010145E-2,2.488722205E-1
6.643332600E1,-9.471180290E-2,7.639427483E-2,3.219536841E-1
6.653289100E1,1.699369401E-2,1.104780212E-1,4.200918078E-1
6.663245600E1,7.217353582E-2,-1.014544070E-1,-7.451354712E-2
6.673202100E1,7.696586847E-1,2.186249197E-1,1.741069406E-1
6.683158596E1,-2.601713836E-1,-1.300206333E-1,-4.535524845E-1
6.693114996E1,-4.715776071E-2,7.035735995E-2,4.409226477E-1
6.703071496E1,-5.033905059E-2,1.745670475E-2,-2.067480236E-1
6.713027996E1,-2.750153542E-1,-7.327491045E-2,-2.859057486E-1
6.722984496E1,-1.365423761E-2,-9.792319685E-2,-2.751962841E-1
6.732940996E1,-5.574067682E-2,-6.639922410E-2,-1.657582968E-1
6.742897496E1,4.210264683E-1,-5.908846110E-2,-8.825442195E-2
6.752853996E1,8.297358155E-1,2.440047264E-1,-2.507213354E-1
6.762810396E1,-3.149597943E-1,2.373891771E-1,-1.412081718E-1
6.772766896E1,-1.295175403E-1,-2.699488103E-1,5.937097222E-2
6.782723396E1,5.050490052E-2,3.699424490E-2,-1.956599355E-1
6.792679983E1,-2.427182496E-1,6.100244075E-2,6.692882776E-1
6.802636483E1,-1.729271859E-1,-3.750477359E-2,1.104855835E-1
6.812592983E1,9.813751280E-2,4.664415121E-2,4.071518779E-1
6.822549483E1,1.233276278E-1,-2.277757674E-1,5.164312571E-2
6.832505883E1,9.120240211E-1,1.372984648E-1,1.384911686E-1
6.842462383E1,-1.114770770E0,-5.480613112E-1,-2.851295471E-1
6.852418883E1,3.242115080E-1,4.048286080E-1,4.681467712E-1
6.862375383E1,-4.011023343E-1,-4.542696755E-3,-3.690625429E-1
6.872331883E1,-1.504900753E-1,-8.887834847E-2,-1.272326112E-1
6.882288383E1,-8.420237154E-2,-4.068556800E-2,-4.149075150E-1
6.892244883E1,-2.958918214E-1,-5.931511894E-2,-2.585534006E-2
6.902201283E1,4.334295392E-1,-1.820338145E-2,-2.972839773E-1
6.912157737E1,6.660333872E-1,1.684777886E-1,-3.083593845E-1
6.922114237E1,-3.893194795E-1,1.393917948E-1,1.674566418E-1
6.932070737E1,-1.302646250E-1,-1.222740561E-1,1.877874583E-1
6.942027237E1,-1.480226219E-2,7.360736281E-2,3.479427844E-2
6.951983738E1,-1.660639942E-1,-5.081661791E-2,6.690573096E-1
6.961940138E1,3.088292666E-3,5.985147133E-2,3.858418763E-1
6.971896637E1,6.268206239E-2,5.928276852E-2,5.851456523E-1
6.981853137E1,1.427967250E-1,-3.415341675E-2,3.207962215E-2
6.991809637E1,9.237723947E-1,3.642605841E-1,2.940882742E-1
7.001766137E1,-7.656794190E-1,-3.674234748E-1,-3.344630003E-1
7.011722638E1,-6.468258798E-2,-3.366268007E-3,1.047138572E-1
7.021678996E1,-1.843234897E-1,2.405726723E-2,-5.790184140E-1
7.031635496E1,-2.348678857E-1,-4.547706991E-2,-4.086205661E-1
7.041591996E1,-1.775900833E-2,1.088687126E-2,-5.319616795E-1
7.051548496E1,-1.325420141E-1,-9.388025105E-2,-2.599893510E-1
7.061504996E1,2.562893629E-1,-1.260509640E-1,-2.234089971E-1
7.071461496E1,7.550939918E-1,2.259550095E-1,-2.973172367E-1
7.081417896E1,-2.074643970E-1,2.519395351E-1,-2.279734313E-1
7.091374396E1,-3.712022007E-1,-2.731726170E-1,2.953772545E-1
7.101330896E1,4.802882671E-2,-1.014272049E-1,-8.413484693E-2
7.111287396E1,-1.332900226E-1,4.536809027E-2,5.482705235E-1
7.121243896E1,-1.183361337E-1,1.144940127E-2,1.347171068E-1
7.131200296E1,1.490439475E-1,1.856725514E-1,5.653949976E-1
7.141156887E1,-1.006307304E-1,-2.753122151E-1,-6.897789985E-2
7.151113387E1,6.112223864E-1,1.501623988E-1,1.178377867E-1
7.161069888E1,-7.045125216E-2,-8.522563428E-2,-1.788295805E-1
7.171026387E1,-2.595983744E-1,8.264324069E-2,4.036568999E-1
7.180982887E1,-1.584588364E-2,-1.028443500E-2,1.027398556E-1
7.190939287E1,-3.995110989E-1,-1.330631077E-1,-2.921943963E-1
7.200895787E1,-7.374603301E-4,-7.080038637E-2,-3.123166859E-1
7.210852288E1,-1.106219366E-2,-8.760627359E-2,-3.250565231E-1
7.220808788E1,7.231395692E-2,-2.485526055E-1,-1.655150205E-1
7.230765287E1,6.559727788E-1,2.870417237E-1,-2.816698551E-1
7.240721687E1,9.528817981E-2,3.640400469E-1,-2.190030962E-1
7.250678162E1,-4.604491293E-1,-3.258452117E-1,3.889516592E-1
7.260634662E1,3.128228243E-3,-4.465113580E-2,-3.106879443E-2
7.270591162E1,-1.677229851E-1,-1.896790043E-2,4.745881557E-1
7.280547662E1,-1.019155905E-1,2.867903933E-2,1.126928106E-1
7.290504063E1,1.299410760E-1,1.284319162E-1,5.113795996E-1
7.300460563E1,2.447524667E-2,-7.656493038E-2,1.331768036E-1
7.310417062E1,7.527667880E-1,2.284199893E-1,3.061490357E-1
7.320373562E1,2.645755559E-2,8.130647987E-2,-4.540705979E-1
7.330330062E1,-6.893880367E-1,-2.497640438E-2,2.303440869E-1
7.340286462E1,-1.600287706E-1,9.330704808E-2,3.514533862E-2
7.350242963E1,-2.664484978E-1,1.906283759E-2,-1.240925863E-1
7.360199458E1,-5.561402440E-2,-6.577447057E-2,-2.869690061E-1
7.370155958E1,-8.907973766E-2,-9.450755268E-2,-2.671007514E-1
7.380112458E1,3.283260018E-2,-9.078951925E-2,-1.208872348E-1
7.390068858E1,5.916486979E-1,2.131441832E-1,-3.433926105E-1
7.400025358E1,4.571113288E-1,2.923002243E-1,-2.480009645E-1
7.409981858E1,-7.443106174E-1,-4.209182858E-1,7.706736028E-2
7.419938358E1,5.022911355E-3,-2.145106904E-2,-3.640765324E-2
7.429894758E1,-1.935459524E-1,2.596213110E-2,5.568510294E-1
7.439851258E1,-1.868535727E-1,3.203825280E-2,2.047969848E-1
7.449807758E1,4.062565044E-2,1.372944564E-1,4.919266105E-1
7.459764258E1,8.839298785E-2,-1.361277979E-2,1.585496664E-1
7.469720758E1,1.020138860E0,3.170954287E-1,1.993379146E-1
7.479677100E1,-6.649360657E-1,-4.306555390E-1,-3.376810253E-1
7.489633600E1,-7.023387402E-2,9.376391023E-2,1.618485898E-1
7.499590100E1,-2.496510446E-1,-8.700712025E-2,-4.345963001E-1
7.509546600E1,-1.794952154E-1,-2.250085026E-2,-3.258970678E-1
7.519503000E1,-5.394167826E-2,-5.827192217E-2,-4.293380976E-1
7.529459500E1,-1.444061846E-1,-1.157834381E-1,-1.913629323E-1
7.539416000E1,2.223628312E-1,-9.362773597E-2,-1.826966703E-1
7.549372500E1,4.101648927E-1,6.224727631E-2,-4.256398976E-1
7.559329000E1,5.866882801E-1,2.753473520E-1,-3.454705328E-2
