"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.569285400E1,-4.748784304E-1,-3.926222920E-1,3.008814752E-1
7.579241900E1,1.141084209E-1,-9.315966070E-2,-1.889662594E-1
7.589198433E1,-1.748033762E-1,-1.329033263E-2,6.109064221E-1
7.599154933E1,-6.857841462E-2,5.133872852E-2,3.563295603E-1
7.609111333E1,1.039723158E-1,8.137146384E-2,4.767646492E-1
7.619067833E1,6.365212798E-2,-1.512040943E-1,1.398689747E-1
7.629024333E1,5.511831045E-1,2.237298526E-2,6.081473455E-2
7.638980833E1,2.817267478E-1,-2.593256347E-2,-2.169521153E-2
7.648937233E1,-3.815360367E-1,6.893627346E-2,5.663545728E-1
7.658893733E1,-2.561978102E-1,-5.167700723E-2,-1.041316092E-1
7.668850233E1,-9.920918941E-2,5.698581412E-2,-1.871232241E-1
7.678806733E1,1.811481267E-2,-8.966357447E-3,-2.854047418E-1
7.688763133E1,-1.498347968E-1,-1.360981762E-1,-2.900294960E-1
7.698719633E1,3.305038810E-1,-2.061289698E-1,-3.073890209E-1
7.708676096E1,1.044797659E0,2.754620910E-1,-4.003192782E-1
7.718632596E1,-6.892406940E-1,1.518417299E-1,1.771854982E-2
7.728588996E1,-1.207274497E-1,-2.485784702E-2,-1.167107671E-1
7.738545496E1,-1.592264622E-1,9.540563822E-2,1.958021428E-3
7.748501996E1,-1.462538391E-1,1.000381634E-2,2.767586410E-1
7.758458496E1,-1.052930951E-1,-6.041655317E-2,6.576947402E-3
7.768414896E1,8.584273607E-2,-7.082031667E-2,1.295883209E-1
7.778371396E1,5.121852160E-1,3.219369352E-1,6.078777835E-2
7.788327896E1,5.243759751E-1,9.706009179E-2,-8.152522892E-2
7.798284396E1,-5.845423341E-1,-2.096517384E-1,1.136246324E-1
7.808240796E1,6.613104045E-2,8.637894690E-2,2.582913078E-2
7.818197483E1,-3.026744723E-1,-3.317332640E-2,-2.633093596E-1
7.828153983E1,-3.341122344E-2,-8.494386077E-2,-3.677402139E-1
7.838110483E1,-1.484856904E-1,-1.788601428E-1,-4.329248965E-1
7.848066883E1,-8.777691424E-2,-1.906587631E-1,-1.768881828E-1
7.858023383E1,3.104187548E-1,-6.144970655E-2,-6.697178483E-1
7.867979883E1,6.959877014E-1,1.921003759E-1,-4.436310232E-1
7.877936383E1,-7.611601353E-1,-5.670925230E-2,1.235372573E-1
7.887892783E1,-2.790820897E-1,-1.306558847E-1,-3.471944630E-1
7.897849283E1,-9.157142788E-2,1.642690301E-1,-1.980616897E-1
7.907805783E1,-2.270112038E-1,-2.274632640E-2,5.354625583E-1
7.917762183E1,-9.341797791E-3,7.641267031E-2,9.475578554E-4
7.927718558E1,-1.081685536E-2,-5.824359879E-2,2.168076187E-1
7.937675058E1,3.169565499E-1,-8.427983522E-2,-2.133038640E-1
7.947631558E1,1.031197906E0,1.582632959E-1,-3.003926873E-1
7.957587958E1,-1.094782591E0,-5.205813050E-1,-1.028498769E0
7.967544458E1,2.646732628E-1,1.240732595E-1,-3.151487112E-1
7.977500958E1,-4.415788949E-1,-7.543084770E-2,-1.268735051E0
7.987457458E1,-4.135512412E-1,-1.802771389E-1,-1.217942119E0
7.997413858E1,-5.911347270E-2,-5.651095882E-2,-9.603453279E-1
8.007370358E1,-1.730931401E-1,-2.642429769E-1,-4.884290397E-1
8.017326858E1,4.959462956E-2,-2.870875299E-1,-6.628863811E-1
8.027283258E1,1.863003373E-1,-1.587636173E-1,-1.104066610E0
8.037239758E1,7.911253572E-1,3.296129107E-1,-5.664026141E-1
8.047196246E1,-1.275131226E0,-2.425733209E-1,-3.219996691E-1
8.057152746E1,-1.992467195E-1,-1.675221138E-2,-8.852301240E-1
8.067109146E1,-1.314945221E-1,3.096101806E-2,-3.124072254E-1
8.077065646E1,-3.329029083E-1,-1.144261509E-1,-6.265585870E-2
8.087022146E1,-2.171652019E-1,-5.119905993E-2,-1.094343588E-1
8.096978546E1,5.051286891E-3,-1.140050706E-3,1.783504784E-1
8.106935046E1,4.849216044E-1,5.879902840E-2,-6.624490768E-2
8.116891546E1,7.238815427E-1,9.318356961E-2,-6.162913516E-2
8.126848046E1,-8.142405152E-1,-2.902802229E-1,-3.812346756E-1
8.136804446E1,-7.913827151E-2,5.792377889E-2,-4.725650847E-1
8.146760946E1,-3.466850519E-1,-1.922350936E-2,-9.490492344E-1
8.156717387E1,-1.255463213E-1,-7.841932029E-2,-7.697227597E-1
8.166673887E1,-2.055194527E-1,-2.093200684E-1,-6.181263328E-1
8.176630288E1,-1.806342416E-2,-1.831140220E-1,-2.828441262E-1
8.186586788E1,2.270132899E-1,-1.454682499E-1,-5.319091082E-1
8.196543287E1,5.425601602E-1,1.848247796E-1,2.994087897E-2
8.206499787E1,-4.237806499E-1,1.486114264E-1,1.547995359E-1
8.216456187E1,-3.152356744E-1,-3.151687682E-1,-1.463180631E-1
8.226412687E1,-4.436282068E-2,1.469256543E-2,-2.520791590E-1
8.236369188E1,-2.666572332E-1,-1.788427308E-2,2.730390131E-1
8.246325688E1,-1.011819690E-1,1.170294210E-1,-9.564489871E-2
8.256282187E1,-6.130314898E-3,1.805121154E-1,1.936096400E-1
8.266238621E1,4.613669962E-2,-1.503757238E-1,-7.487260550E-2
8.276195121E1,6.004374623E-1,3.018594086E-1,-9.823731333E-2
8.286151621E1,5.097275972E-1,1.570093930E-1,-5.345808864E-1
8.296108121E1,-9.373136759E-1,-3.141269386E-1,-2.163652629E-1
8.306064621E1,1.919795424E-1,1.996133476E-1,-3.178471625E-1
8.316021121E1,-4.232406020E-1,-8.530399948E-2,-7.873032093E-1
8.325977621E1,-6.276752800E-2,-6.741214544E-2,-6.936664581E-1
8.335934121E1,-1.538701206E-1,-1.443103403E-1,-7.103101015E-1
8.345890621E1,-5.167500675E-2,-2.303792238E-1,-3.991026878E-1
8.355847121E1,2.520823479E-1,-6.273845583E-2,-6.587995291E-1
8.365803521E1,7.848517299E-1,2.892353535E-1,-4.586936831E-1
8.375760021E1,-9.066936970E-1,-9.997715056E-2,-2.016854435E-1
8.385716521E1,-9.009321779E-2,-9.851761162E-2,-5.182398558E-1
8.395673021E1,-1.311859339E-1,8.248015493E-2,-3.827543557E-1
8.405629521E1,-2.652121484E-1,-1.874108799E-3,-1.001238227E-1
8.415586021E1,-7.656804472E-2,6.577415019E-2,-1.548729390E-1
8.425542521E1,-1.102704927E-2,3.371040151E-2,-1.051465794E-1
8.435499021E1,2.065160871E-1,-1.098213270E-1,-3.552483916E-1
8.445455621E1,4.155401289E-1,-4.300116003E-2,-1.300221235E-1
8.455412121E1,3.786435351E-2,-1.908111572E-1,-6.275684237E-1
8.465368621E1,-1.654896140E-1,-5.289884210E-1,-4.413938820E-1
8.475325121E1,-1.766836345E-1,-1.211777478E-1,-7.788394094E-1
8.485281621E1,-1.514755338E-1,-2.415262908E-1,-8.507894278E-1
8.495238108E1,-2.211200297E-1,1.711402386E-1,-1.031002879E0
8.505194608E1,-2.413656190E-2,2.944502532E-1,-1.039010763E0
8.515151108E1,1.555730551E-1,1.652683318E-1,-4.579007626E-1
8.525107708E1,3.777569532E-1,3.994666636E-1,-7.043675184E-1
8.535064208E1,-7.752641439E-1,3.129464108E-3,-8.904867172E-1
8.545020708E1,9.395572543E-2,-3.311440647E-1,-8.404293060E-1
8.554977208E1,-8.825650066E-2,-9.254991263E-2,-8.389409184E-1
8.564933708E1,-2.692179084E-1,-8.302476257E-2,-4.759800434E-1
8.574890308E1,-7.235507667E-2,1.993905008E-2,-3.986214995E-1
8.584846808E1,2.155869454E-1,-2.962965071E-1,3.340409696E-1
8.594803308E1,3.206292689E-1,-3.552466929E-1,2.393728644E-1
8.604759808E1,3.664436340E-1,-1.435977966E-2,-3.326073289E-1
8.614716483E1,-3.879119754E-1,-2.333568633E-1,-2.673733421E-2
8.624672983E1,-1.439900100E-1,1.186194941E-1,-2.043909580E-1
8.634629483E1,-2.045552433E-1,-9.684040397E-2,-1.535187513E-1
8.644586083E1,1.290579513E-2,-5.275323987E-2,-3.169322312E-1
8.654542583E1,7.041482721E-3,3.902678564E-2,-3.527302146E-1
8.664499083E1,1.423159242E-1,-2.959708683E-2,-1.185383573E-1
8.674455683E1,8.493034244E-1,4.842165709E-1,-3.060501218E-1
8.684412183E1,-9.725805521E-1,-1.285860091E-1,-1.812266856E-1
8.694368683E1,-6.844251603E-2,-1.483956277E-1,8.050481975E-2
8.704325283E1,-4.901667312E-2,8.286757767E-2,3.846659511E-2
8.714281783E1,-3.586699441E-2,-9.523921460E-2,2.384897321E-1
8.724238283E1,-5.503738672E-2,5.301039293E-2,1.229226403E-2
8.734194783E1,-8.517684788E-2,-4.421317205E-2,2.064905912E-1
8.744151383E1,-2.806127071E-2,-1.101193577E-1,3.010628223E-1
8.754107883E1,7.079549432E-1,4.131354094E-1,1.109526679E-1
8.764064383E1,-8.491689563E-1,-5.139060020E-1,-2.789892554E-1
8.774020983E1,1.974962354E-1,7.052186131E-2,-8.104926348E-2
8.783977483E1,-2.195954770E-1,-1.123892739E-1,-2.769897282E-1
8.793934083E1,-3.438916430E-2,-1.965601183E-2,-1.195007339E-1
8.803890583E1,-1.096103713E-1,-8.727949858E-2,-3.921611011E-1
8.813847183E1,-9.592351317E-2,-2.674505860E-2,-1.063672453E-1
8.823803783E1,2.175932974E-1,-2.619160712E-2,-8.968332410E-2
8.833760362E1,4.334624112E-1,2.365341038E-1,-1.309136599E-1
8.843716962E1,1.233025789E-1,2.478059828E-1,-5.783305317E-2
8.853673462E1,-3.215492964E-1,-3.116435409E-1,1.040639058E-1
8.863630063E1,4.310472310E-2,5.380520225E-2,1.318870336E-1
8.873586562E1,-2.175458521E-1,-6.185836717E-2,4.167850912E-1
8.883543162E1,5.898184143E-3,4.255508631E-2,1.946886927E-1
8.893499762E1,1.131797656E-1,1.341067553E-1,3.918305337E-1
8.903456262E1,-7.190632075E-2,-1.081723049E-1,2.414038479E-1
8.913412863E1,6.315707564E-1,3.030908704E-1,3.736357093E-1
8.923369363E1,-3.763362467E-1,-3.318606913E-1,-3.249773085E-1
8.933325962E1,3.432627767E-2,1.080176681E-1,-4.123017564E-2
8.943282562E1,-1.235758960E-1,-1.406915835E-3,-2.538014948E-1
8.953239021E1,-1.882554889E-1,-5.087467283E-2,-2.033678144E-1
8.963195621E1,5.357558280E-2,-5.162143335E-2,-2.795542479E-1
8.973152221E1,-6.182315201E-2,-8.062659204E-2,-1.630348414E-1
8.983108721E1,-2.711667912E-3,-3.883086890E-2,-1.193367392E-1
8.993065321E1,5.746098757E-1,3.632549942E-1,-2.100244910E-1
9.003021921E1,2.503592521E-2,2.559057176E-1,-2.057828307E-1
9.012978421E1,-2.568232715E-1,-2.599830329E-1,2.050989717E-1
9.022935021E1,5.459745228E-2,-1.341918856E-1,-4.614959937E-3
9.032891521E1,-1.912545264E-1,-1.859026402E-2,4.345890582E-1
9.042848121E1,-9.983397275E-2,6.028649583E-2,2.054923028E-1
9.052804721E1,9.805686772E-2,2.649843395E-1,5.712891221E-1
9.062761200E1,4.861097783E-2,-1.521463543E-1,2.524548173E-1
9.072717800E1,5.216000676E-1,2.271169573E-1,2.816774547E-1
9.082674400E1,3.891824782E-1,1.296065599E-1,-7.796722651E-2
9.092630900E1,-5.537171960E-1,-2.828059494E-1,5.630604178E-2
9.102587500E1,6.938031875E-4,-3.627444431E-2,-6.566385180E-2
9.112544100E1,-3.472825289E-1,-1.436193734E-1,-1.625734419E-1
9.122500600E1,5.435702950E-2,-3.270101547E-2,-1.302052885E-1
9.132457200E1,-1.249323711E-1,-1.449002475E-1,-1.261673570E-1
9.142413700E1,1.955734938E-1,-7.555722445E-2,7.329001278E-2
9.152370300E1,7.096620798E-1,3.529468179E-1,-2.292979062E-1
9.162326900E1,-7.649546862E-2,1.937160790E-1,-1.286379397E-1
9.172283446E1,-3.440011740E-1,-2.929057181E-1,1.145069301E-1
9.182240046E1,5.018440261E-2,1.298149973E-1,8.045993000E-2
9.192196546E1,-3.448365927E-1,-5.949798971E-2,5.103910565E-1
9.202153146E1,-8.779664338E-2,8.652044833E-2,1.932659894E-1
9.212109746E1,-9.219788015E-2,9.898825735E-2,4.538607597E-1
9.222066246E1,-6.442026049E-2,-9.804756194E-2,2.548088133E-1
9.232022846E1,3.697486520E-1,2.929756343E-1,1.653851867E-1
9.241979346E1,5.984973311E-1,9.835849702E-2,6.336540729E-2
9.251935946E1,-6.297155619E-1,-2.969327271E-1,-2.151184529E-1
9.261892546E1,6.339939684E-2,1.961621791E-1,4.385947436E-2
9.271849046E1,-3.222142756E-1,-1.177087426E-1,-4.736770689E-1
9.281805646E1,-9.648973495E-2,-5.430324376E-2,-3.194748163E-1
9.291762150E1,-1.602428965E-2,-1.109783724E-2,-2.980376184E-1
9.301718750E1,-1.166440398E-1,-1.902360022E-1,-8.906695247E-2
9.311675250E1,4.336982667E-1,-2.713268436E-2,-3.059472144E-1
9.321631850E1,5.156009793E-1,2.844452560E-1,-3.652421534E-1
9.331588350E1,-2.482286654E-2,8.320136368E-2,-6.011134759E-2
9.341544950E1,-3.385056555E-1,-2.779250145E-1,7.004185021E-2
9.351501450E1,-4.582686815E-3,5.649267696E-3,-7.875058055E-2
9.361458050E1,-2.117283642E-1,-4.957764596E-2,4.282734096E-1
9.371414550E1,-1.702831313E-2,-1.412804890E-2,1.102264225E-1
9.381371150E1,7.288594544E-2,5.493815988E-2,4.033499956E-1
9.391327750E1,-3.336535767E-2,-2.756043673E-1,8.069847524E-2
9.401284237E1,6.774822474E-1,2.343887538E-1,1.593285948E-1
9.411240737E1,-3.511563241E-1,-2.478669882E-1,-5.365733504E-1
9.421197337E1,-8.707875758E-2,1.459740568E-2,4.492996931E-1
9.431153837E1,-9.816287458E-2,-2.839393727E-2,-6.397864968E-2
9.441110438E1,-1.861406863E-1,-5.928310752E-2,-7.463426143E-2
9.451066938E1,-2.177065983E-2,-7.417390496E-2,-2.637000382E-1
9.461023537E1,-1.217571869E-1,-1.142804101E-1,-9.040156007E-2
9.470980037E1,1.299393773E-1,-1.578629613E-1,1.076147892E-2
9.480936637E1,5.261039734E-1,3.163267970E-1,-2.546694577E-1
9.490893138E1,4.161516726E-1,3.771570027E-1,4.739903379E-3
9.500849738E1,-6.759156585E-1,-3.496385515E-1,2.377649546E-1
9.510806237E1,-2.985369414E-2,8.115097880E-2,-7.284376770E-2
9.520762862E1,-2.657295167E-1,-2.426550537E-2,4.923341274E-1
9.530719363E1,-1.356705837E-2,7.502543181E-2,2.703393698E-1
9.540675963E1,1.182292309E-2,2.243740112E-2,3.458819985E-1
9.550632462E1,7.065249234E-2,-1.515845396E-2,6.184647605E-2
9.560588962E1,5.864614844E-1,3.127464056E-1,1.119291782E-1
9.570545562E1,-3.489400446E-2,-5.113415420E-2,-2.338404953E-1
9.580502063E1,-2.735168040E-1,-8.610080928E-2,3.598048687E-1
9.590458663E1,-4.467270523E-2,-4.479338601E-2,-1.279239058E-1
9.600415162E1,-1.996519417E-1,-1.448410153E-1,-1.992880553E-1
9.610371762E1,2.880045772E-2,-9.077838808E-2,-2.378899604E-1
9.620328262E1,-3.412341326E-2,-9.393366426E-2,-1.897424459E-1
9.630284821E1,6.784065068E-2,-1.398082227E-1,-1.702974886E-1
9.640241321E1,6.977894306E-1,4.533483386E-1,-1.432575136E-1
9.650197921E1,-4.901903570E-1,9.392492473E-2,-3.269578516E-2
9.660154421E1,-3.193029165E-1,-3.796705902E-1,6.736994535E-2
9.670111021E1,8.060225099E-2,7.275649160E-2,-4.456193000E-2
9.680067521E1,-2.240371108E-1,-1.132639870E-1,4.170572460E-1
9.690024121E1,1.803716831E-2,6.654454023E-2,5.506424606E-2
9.699980621E1,3.559799492E-2,4.144521803E-2,4.050610960E-1
9.709937221E1,-3.112293221E-2,-3.233662546E-1,-1.022980735E-1
9.719893721E1,8.039869666E-1,2.188881189E-1,9.459051490E-2
9.729850321E1,-4.525964856E-1,-2.357727587E-1,-5.495769978E-1
9.739806821E1,-2.339854687E-1,3.639106080E-2,4.600041807E-1
9.749763421E1,-2.620290816E-1,-1.100081652E-1,-1.349464059E-1
9.759719921E1,-1.245988682E-1,-7.509987056E-2,-1.636047959E-1
9.769676521E1,5.051010847E-2,-1.672688723E-1,-2.537984848E-1
9.779633021E1,1.081754193E-1,-1.135795712E-1,-2.435059994E-1
9.789589621E1,2.607639134E-1,-4.732768238E-2,-3.026141524E-1
9.799546221E1,9.106528163E-1,5.705326796E-1,-9.834652394E-2
9.809502721E1,-7.515410781E-1,-2.207779586E-1,1.714814901E-1
9.819459321E1,-1.029193923E-1,-3.443466872E-2,-2.218802273E-1
9.829415921E1,-1.005445123E-1,-1.311135199E-2,2.532264292E-1
9.839372421E1,-1.798172593E-1,-4.914921150E-2,2.677025199E-1
9.849329021E1,-4.896820337E-2,4.618715961E-3,4.013103247E-1
9.859285583E1,-1.411828995E-1,-9.008973837E-2,3.139519095E-1
9.869242183E1,5.032161474E-1,1.471253932E-1,2.044845745E-2
9.879198783E1,8.389586806E-1,3.883968890E-1,2.079478353E-1
9.889155283E1,-5.845876336E-1,-1.562913060E-1,-1.012261361E-1
9.899111883E1,-2.291494757E-1,-3.774937987E-2,-2.070834488E-1
9.909068483E1,-2.574555874E-1,-5.035449564E-2,-4.167183042E-1
9.919024983E1,-1.293630302E-1,-1.231818721E-1,-4.003811479E-1
9.928981583E1,1.412659045E-2,-6.183424592E-2,-2.402293682E-1
9.938938183E1,-1.896594763E-1,-1.381334960E-1,-1.305155754E-1
9.948894783E1,4.639886320E-1,1.819363832E-1,-3.251830637E-1
9.958851283E1,4.212392867E-1,4.104019403E-1,-1.696549654E-1
9.968807871E1,-5.987432003E-1,-3.802676797E-1,1.793494225E-1
9.978764471E1,3.371915221E-2,-7.251826581E-3,-9.982747585E-2
9.988721071E1,-1.625775993E-1,8.955399506E-3,4.699647725E-1
9.998677571E1,-1.125888303E-1,-6.742922589E-3,1.936710775E-1
1.000863417E2,5.232921988E-2,1.514864713E-1,5.336714387E-1
1.001859077E2,4.505639523E-2,-1.977103762E-2,-4.819382727E-2
1.002854737E2,9.275555611E-1,5.964801908E-1,2.686240077E-1
1.003850397E2,-2.901847064E-1,-1.655588001E-1,-3.308320642E-1
1.004846047E2,-1.501253396E-1,-9.761837125E-2,3.414155543E-1
1.005841707E2,-1.578030288E-1,-1.225396842E-1,-3.369575441E-1
1.006837367E2,-1.063285843E-1,1.390789077E-2,-2.588447034E-1
1.007833027E2,-1.589293331E-1,-1.320320070E-1,-4.623638093E-1
1.008828686E2,-5.628636852E-2,-1.567859203E-1,-1.121619046E-1
1.009824346E2,3.332020938E-1,-1.822506934E-1,-1.396561712E-1
1.010820006E2,1.014722347E0,5.048963428E-1,-8.425494283E-2
1.011815656E2,-8.744657636E-1,6.256517023E-2,-7.015480660E-4
1.012811316E2,-3.404091299E-1,-3.733119667E-1,2.251263708E-1
1.013806976E2,4.004130512E-2,1.614308208E-1,1.927512884E-1
1.014802636E2,-1.709787846E-1,-6.310614990E-4,5.226234198E-1
1.015798296E2,-7.118212432E-2,-1.408096254E-1,1.541668624E-1
1.016793956E2,2.132962942E-1,-1.823248924E-3,3.583657742E-1
1.017789616E2,1.174206808E-1,-6.260224432E-2,-4.187452048E-2
1.018785276E2,9.309193492E-1,4.660542011E-1,2.815295756E-1
1.019780931E2,-1.234677792E0,-6.490164399E-1,-1.492504925E-1
1.020776591E2,1.289062798E-1,3.262423575E-1,2.621175945E-1
1.021772251E2,-3.769488037E-1,2.502332814E-2,-2.538802624E-1
1.022767911E2,-1.376274824E-1,-1.392785311E-1,-2.201455235E-1
1.023763571E2,-1.104125939E-2,-4.947000742E-2,-2.331616879E-1
1.024759231E2,-5.893773958E-2,-2.506783009E-1,1.987160370E-2
1.025754891E2,4.380292892E-1,9.826808237E-3,-5.670021772E-1
1.026750551E2,5.982208252E-1,4.366186559E-1,-5.926211923E-2
1.027746211E2,-6.441805959E-1,-3.215281367E-1,3.188880682E-1
1.028741871E2,8.816318214E-2,-5.796245299E-3,1.275196075E-1
1.029737531E2,-1.641782075E-1,1.007528529E-1,5.801093578E-1
1.030733197E2,-8.133230358E-2,3.057986312E-2,3.241396546E-1
1.031728857E2,7.242404670E-2,2.698139288E-2,4.364491105E-1
1.032724517E2,-1.444803365E-2,-1.838756800E-1,2.676981390E-1
1.033720177E2,3.659326136E-1,4.260589182E-2,-1.796948491E-3
1.034715837E2,8.325201273E-1,3.270983398E-1,1.158861220E-1
1.035711497E2,-1.047680974E0,-5.514881015E-1,-1.999135613E-1
1.036707157E2,2.227126062E-2,2.750836611E-1,2.432932109E-1
1.037702817E2,-4.276669323E-1,-7.653269917E-2,-5.472887158E-1
1.038698477E2,-6.854703277E-2,-5.220952630E-2,-3.280205727E-1
1.039694137E2,4.840711132E-2,-1.398938708E-2,-2.978330553E-1
1.040689807E2,-5.383802112E-3,-1.800332367E-1,-6.673096120E-2
1.041685467E2,2.866474688E-1,-2.470083907E-2,-5.135253072E-1
1.042681125E2,8.622442484E-1,5.505964756E-1,-1.025034785E-1
1.043676785E2,-7.833812833E-1,-1.139912754E-1,2.676809430E-1
1.044672445E2,-4.349016026E-2,-8.289117366E-3,3.203488886E-2
1.045668105E2,-1.268950999E-1,8.576127887E-2,3.328814507E-1
1.046663765E2,-1.325695366E-1,-5.494792387E-2,3.834294081E-1
1.047659435E2,2.061014995E-2,5.342151225E-2,3.289540112E-1
1.048655095E2,-1.534532383E-2,6.208577007E-2,3.847531080E-1
1.049650755E2,1.980035566E-2,-2.786970437E-1,-8.326901495E-2
1.050646415E2,6.335648894E-1,2.977657020E-1,1.606282406E-2
1.051642075E2,-4.168604910E-1,-2.787063420E-1,-6.366167665E-1
1.052637745E2,-1.634461060E-2,1.718329191E-1,4.502980411E-1
1.053633402E2,-1.860499531E-1,3.624703095E-5,-2.867666781E-1
1.054629062E2,-1.306115240E-1,-1.419668738E-2,-3.235287666E-1
1.055624722E2,-6.113041192E-2,-5.588889495E-2,-4.294360280E-1
1.056620382E2,-7.629183680E-2,-1.000751629E-1,-2.602899969E-1
1.057616052E2,3.317523301E-1,-1.480130702E-1,-2.273704708E-1
1.058611712E2,7.840660214E-1,3.667756617E-1,-3.352620006E-1
1.059607372E2,-7.086246014E-1,5.401755124E-2,-1.573438197E-1
1.060603032E2,-3.264811635E-1,-4.423557520E-1,2.559861355E-2
1.061598702E2,8.836761117E-2,5.813338608E-2,3.194096684E-1
1.062594362E2,-2.333329022E-1,-5.584798753E-2,5.898985267E-1
1.063590022E2,8.301863447E-3,5.019005388E-2,2.954018116E-1
1.064585677E2,2.565262467E-2,8.889910579E-2,4.896535873E-1
1.065581347E2,1.587916613E-1,-5.559811741E-2,-7.087574899E-2
1.066577008E2,7.868557572E-1,4.106750190E-1,1.995207518E-1
1.067572667E2,-5.727286935E-1,-3.296776116E-1,-2.798876464E-1
1.068568327E2,-8.695628494E-2,8.497814089E-2,3.508068323E-1
1.069563987E2,-1.594066322E-1,2.906324714E-2,-3.329856098E-1
1.070559658E2,-1.408329457E-1,-6.290569901E-2,-2.910109460E-1
1.071555318E2,7.222490013E-2,-8.039650321E-2,-4.245274365E-1
1.072550977E2,-4.159068223E-3,-1.241806820E-1,-4.063480496E-1
1.073546637E2,3.246538937E-1,-9.636729211E-2,-4.074776471E-1
1.074542297E2,9.392051101E-1,4.764864445E-1,-7.063210011E-3
1.075537968E2,-7.096319795E-1,-4.038864374E-2,-1.235325634E-2
1.076533633E2,-4.481840879E-2,-1.352714896E-1,3.118505329E-2
1.077529293E2,-4.425769672E-3,4.847150296E-2,3.818700016E-1
1.078524953E2,-1.566292644E-1,-2.267219685E-2,5.596100688E-1
1.079520613E2,-1.158851087E-1,-2.915538847E-2,4.396256506E-1
1.080516273E2,-9.033669531E-2,8.329387754E-2,4.154624641E-1
1.081511943E2,6.229203567E-2,-4.666797072E-2,-1.217267215E-1
1.082507603E2,8.205943108E-1,3.694643676E-1,1.461717039E-1
1.083503263E2,-5.791058540E-1,-3.515420556E-1,-3.625596464E-1
1.084498923E2,1.163838431E-2,3.523255140E-2,2.730980217E-1
1.085494583E2,-2.110659927E-1,-5.641694739E-2,-5.338712931E-1
1.086490243E2,-1.745905429E-1,-7.034213841E-2,-5.112915635E-1
1.087485901E2,2.762429044E-2,-4.993037134E-2,-3.824815154E-1
1.088481561E2,-9.635146707E-2,-1.504286528E-1,-2.124641687E-1
1.089477221E2,4.168676436E-1,-1.839484125E-1,-2.360229790E-1
1.090472891E2,8.189498782E-1,4.721826315E-1,-2.451545596E-1
1.091468551E2,-5.311343074E-1,2.061913162E-2,1.666838974E-1
1.092464211E2,-4.019483328E-1,-3.014492095E-1,1.113668904E-1
1.093459871E2,7.957219332E-2,9.917981178E-2,1.130202264E-1
1.094455531E2,-1.675193608E-1,-5.509125069E-2,5.674964190E-1
1.095451191E2,-3.117000684E-2,4.412584752E-2,2.402874082E-1
1.096446851E2,-4.734120890E-2,1.710597239E-2,5.112269521E-1
1.097442511E2,-7.526820898E-2,-2.637825310E-1,-1.908272877E-2
1.098438171E2,7.107575536E-1,2.899431586E-1,1.873005629E-1
1.099433831E2,-2.103050202E-1,-1.459794492E-1,-4.642702043E-1
1.100429491E2,-2.284425944E-1,9.418319911E-3,4.818545282E-1
1.101425151E2,-2.325853854E-1,-1.049714610E-1,-1.920789629E-1
1.102420811E2,-1.357845664E-1,-9.357278049E-2,-1.891259551E-1
1.103416471E2,3.089547902E-2,-9.181968123E-2,-2.414532006E-1
1.104412131E2,4.749612883E-3,-1.388588846E-1,-2.107678652E-1
1.105407791E2,2.243561000E-1,-1.271843314E-1,-4.633587599E-1
1.106403451E2,9.067888260E-1,5.840538144E-1,-8.263806254E-2
1.107399111E2,-8.715066910E-1,2.719467878E-2,4.895575345E-2
1.108394771E2,-2.467565984E-1,-3.128721416E-1,-6.522767246E-2
1.109390431E2,3.316952288E-2,8.533249795E-2,1.764523834E-1
1.110386095E2,-2.270772010E-1,-8.585881442E-2,3.956083953E-1
1.111381755E2,-6.266947836E-2,2.804758959E-2,2.871223688E-1
1.112377405E2,-6.841602921E-2,-2.145480923E-2,3.480673730E-1
1.113373065E2,3.445912004E-1,1.548825949E-1,-1.219587326E-1
1.114368725E2,1.076230884E0,4.312844276E-1,8.662673086E-2
1.115364385E2,-8.696758151E-1,-4.577431083E-1,-2.379207015E-1
1.116360045E2,-2.969557792E-2,1.824285239E-1,-5.161415786E-3
1.117355705E2,-3.125332594E-1,1.088206545E-1,-4.838576913E-1
1.118351365E2,-1.776754707E-1,-5.680394173E-2,-3.106027246E-1
1.119347025E2,-1.523032933E-1,-1.309027821E-1,-5.087181926E-1
1.120342685E2,-9.419837594E-2,-9.887908399E-2,-2.478240523E-3
1.121338327E2,5.052049160E-1,2.788531035E-2,-2.968833745E-1
1.122333987E2,8.383275270E-1,4.911339283E-1,-1.673368961E-1
1.123329647E2,-6.977109313E-1,-6.374835223E-2,1.516108960E-1
1.124325307E2,-3.130657375E-1,-3.420916796E-1,1.765298843E-2
1.125320967E2,4.131752625E-2,6.479462981E-2,2.383215278E-1
1.126316627E2,-1.791296452E-1,-1.930124685E-2,6.098392606E-1
1.127312277E2,-1.316533983E-1,-6.505756080E-2,2.155246288E-1
1.128307937E2,-6.014543585E-3,3.325306624E-2,4.588333964E-1
1.129303597E2,3.056442440E-1,-3.057786822E-2,1.284515709E-1
1.130299257E2,9.568458796E-1,3.509953618E-1,2.855032682E-1
1.131294917E2,-7.967562079E-1,-5.154596567E-1,-4.018059373E-1
1.132290577E2,7.154273242E-2,1.756646931E-1,6.378013641E-2
1.133286231E2,-3.087177277E-1,3.410738334E-2,-4.756188691E-1
