"Time (s)","X (µT)","Y (µT)","Z (µT)"
9.295222763E1,-3.942832947E1,-2.944271088E0,1.976409912E0
9.296226862E1,-3.936871338E1,-3.000293732E0,1.899612427E0
9.297230963E1,-3.953668213E1,-3.040504456E0,1.919464111E0
9.298235062E1,-3.954130554E1,-3.143150330E0,1.929000854E0
9.299239163E1,-3.963990784E1,-3.118320465E0,1.982238770E0
9.300243262E1,-3.971667480E1,-3.165737152E0,2.064117432E0
9.301247363E1,-3.968734741E1,-3.144790649E0,1.929397583E0
9.302251462E1,-3.960574341E1,-3.057876587E0,1.865753174E0
9.303255563E1,-3.963192749E1,-3.019622803E0,2.077438354E0
9.304259662E1,-3.951547241E1,-2.930339813E0,2.054962158E0
9.305263763E1,-3.952766418E1,-3.155426025E0,1.922927856E0
9.306267862E1,-3.956001282E1,-2.949012756E0,2.046142578E0
9.307271963E1,-3.949600220E1,-3.085521698E0,2.014907837E0
9.308276062E1,-3.965454102E1,-3.093685150E0,2.003494263E0
9.309280163E1,-3.964848328E1,-3.077419281E0,1.840347290E0
9.310284262E1,-3.961245728E1,-3.147651672E0,2.035430908E0
9.311288363E1,-3.962165833E1,-3.097942352E0,2.056549072E0
9.312292463E1,-3.968809509E1,-3.049331665E0,2.035736084E0
9.313296562E1,-3.970016479E1,-3.168651581E0,1.903060913E0
9.314300663E1,-3.953392029E1,-3.015205383E0,2.010848999E0
9.315304762E1,-3.948081970E1,-2.914321899E0,1.887496948E0
9.316308863E1,-3.966807556E1,-3.063407898E0,2.193176270E0
9.317312962E1,-3.955917358E1,-2.999401093E0,2.139022827E0
9.318317063E1,-3.956350708E1,-3.027214050E0,1.842285156E0
9.319321162E1,-3.954852295E1,-3.075027466E0,1.868850708E0
9.320325263E1,-3.942129517E1,-2.969661713E0,1.808273315E0
9.321329362E1,-3.946730042E1,-3.048255920E0,1.838073730E0
9.322333463E1,-3.963478088E1,-3.081890106E0,1.786911011E0
9.323337562E1,-3.967222595E1,-3.092151642E0,1.886657715E0
9.324341663E1,-3.962582397E1,-3.157512665E0,1.940979004E0
9.325345762E1,-3.954020691E1,-3.137065887E0,1.952728271E0
9.326349863E1,-3.953640747E1,-3.012851715E0,2.029296875E0
9.327353962E1,-3.965757751E1,-3.084991455E0,1.825836182E0
9.328358063E1,-3.953059387E1,-2.954421997E0,1.843307495E0
9.329362162E1,-3.963539124E1,-3.039115906E0,1.897094727E0
9.330366263E1,-3.968289185E1,-3.019077301E0,2.096679688E0
9.331370362E1,-3.955950928E1,-3.037235260E0,1.992538452E0
9.332374463E1,-3.948020935E1,-3.064933777E0,1.975372314E0
9.333378563E1,-3.961692810E1,-3.099899292E0,1.827926636E0
9.334382662E1,-3.967329407E1,-3.029979706E0,1.855850220E0
9.335386763E1,-3.962503052E1,-2.969593048E0,1.950378418E0
9.336390862E1,-3.960014343E1,-2.948356628E0,2.133850098E0
9.337394963E1,-3.937580872E1,-2.887294769E0,1.982925415E0
9.338399062E1,-3.952210999E1,-2.983585358E0,1.982482910E0
9.339403163E1,-3.961262512E1,-3.065689087E0,1.963363647E0
9.340407262E1,-3.956622314E1,-2.916061401E0,2.134536743E0
9.341411363E1,-3.951763916E1,-2.881759644E0,2.172775269E0
9.342415462E1,-3.938845825E1,-2.859500885E0,2.055755615E0
9.343419563E1,-3.927514648E1,-2.824325562E0,2.132461548E0
9.344423662E1,-3.930809021E1,-2.738121033E0,2.007568359E0
9.345427763E1,-3.941459656E1,-2.837570190E0,2.024383545E0
9.346431862E1,-3.939302063E1,-2.748210907E0,2.107269287E0
9.347435963E1,-3.938072205E1,-2.792324066E0,1.898422241E0
9.348440062E1,-3.959754944E1,-2.927593231E0,1.889907837E0
9.349444163E1,-3.961274719E1,-2.937614441E0,1.953903198E0
9.350448262E1,-3.940541077E1,-2.807369232E0,1.940124512E0
9.351452363E1,-3.942729187E1,-2.905887604E0,1.935623169E0
9.352456462E1,-3.941876221E1,-2.914962769E0,2.030014038E0
9.353460563E1,-3.940669250E1,-2.950359344E0,1.939407349E0
9.354464662E1,-3.957331848E1,-2.843719482E0,2.210922241E0
9.355468762E1,-3.938600159E1,-2.809005737E0,2.051925659E0
9.356472863E1,-3.945782471E1,-2.798130035E0,1.887603760E0
9.357476962E1,-3.966792297E1,-3.027721405E0,1.756637573E0
9.358481063E1,-3.947680664E1,-2.849594116E0,1.933776855E0
9.359485162E1,-3.948614502E1,-2.843708038E0,1.987197876E0
9.360489263E1,-3.938842773E1,-2.819263458E0,1.979461670E0
9.361493362E1,-3.933666992E1,-2.969375610E0,1.830429077E0
9.362497463E1,-3.944657898E1,-2.973258972E0,2.041824341E0
9.363501562E1,-3.952810669E1,-2.993938446E0,1.973388672E0
9.364505663E1,-3.936364746E1,-2.950077057E0,1.938171387E0
9.365509762E1,-3.944285583E1,-3.003997803E0,2.076873779E0
9.366513863E1,-3.951945496E1,-2.994693756E0,2.107543945E0
9.367517962E1,-3.963812256E1,-3.033023834E0,2.146347046E0
9.368522063E1,-3.950910950E1,-2.877193451E0,2.167282104E0
9.369526162E1,-3.950939941E1,-2.877029419E0,2.162216187E0
9.370530263E1,-3.945176697E1,-2.904525757E0,2.112182617E0
9.371534362E1,-3.946728516E1,-2.907024384E0,2.054473877E0
9.372538463E1,-3.947367859E1,-2.860870361E0,2.092208862E0
9.373542550E1,-3.944804382E1,-2.874763489E0,2.086517334E0
9.374546650E1,-3.953781128E1,-2.925308228E0,2.167419434E0
9.375550750E1,-3.948176575E1,-2.881225586E0,2.014678955E0
9.376554850E1,-3.939276123E1,-2.830104828E0,2.116012573E0
9.377558950E1,-3.955737305E1,-2.965835571E0,2.081939697E0
9.378563050E1,-3.969606018E1,-2.924209595E0,2.246322632E0
9.379567150E1,-3.962042236E1,-2.947666168E0,2.252593994E0
9.380571250E1,-3.953968811E1,-2.875625610E0,2.150009155E0
9.381575350E1,-3.958517456E1,-2.946422577E0,2.284225464E0
9.382579450E1,-3.955477905E1,-2.965755463E0,2.259628296E0
9.383583550E1,-3.953132629E1,-3.000751495E0,1.901992798E0
9.384587650E1,-3.935845947E1,-2.924770355E0,1.957580566E0
9.385591750E1,-3.940676880E1,-2.955848694E0,2.019836426E0
9.386595850E1,-3.952188110E1,-2.961212158E0,2.051589966E0
9.387599950E1,-3.951722717E1,-2.876743317E0,2.232025146E0
9.388604050E1,-3.939492798E1,-2.781505585E0,2.233352661E0
9.389608150E1,-3.944096375E1,-2.769706726E0,2.056030273E0
9.390612250E1,-3.948402405E1,-2.705413818E0,2.143020630E0
9.391616350E1,-3.932829285E1,-2.787410736E0,2.040756226E0
9.392620450E1,-3.946179199E1,-2.841773987E0,2.022064209E0
9.393624550E1,-3.952853394E1,-2.792774200E0,1.932617188E0
9.394628650E1,-3.935159302E1,-2.743843079E0,1.917282104E0
9.395632850E1,-3.956413269E1,-2.882118225E0,2.127975464E0
9.396636950E1,-3.967012024E1,-2.847866058E0,2.141983032E0
9.397641050E1,-3.971061707E1,-2.957889557E0,2.067169189E0
9.398645150E1,-3.967486572E1,-2.925388336E0,2.210006714E0
9.399649250E1,-3.951306152E1,-2.926811218E0,2.315307617E0
9.400653350E1,-3.968864441E1,-3.107048035E0,2.398498535E0
9.401657450E1,-3.969781494E1,-3.093688965E0,2.228332520E0
9.402661550E1,-3.971913147E1,-3.055522919E0,2.317596436E0
9.403665650E1,-3.954289246E1,-2.905284882E0,2.382400513E0
9.404669750E1,-3.946676636E1,-2.781803131E0,2.320220947E0
9.405673850E1,-3.960163879E1,-2.875675201E0,2.144592285E0
9.406677950E1,-3.964569092E1,-3.066722870E0,2.077682495E0
9.407682050E1,-3.961161804E1,-3.063919067E0,2.199554443E0
9.408686150E1,-3.957765198E1,-2.860900879E0,2.268875122E0
9.409690250E1,-3.960168457E1,-3.016769409E0,2.131744385E0
9.410694350E1,-3.951100159E1,-2.977260590E0,2.170578003E0
9.411698450E1,-3.952386475E1,-3.064128876E0,2.035552979E0
9.412702550E1,-3.944248962E1,-2.966484070E0,1.942291260E0
9.413706650E1,-3.959419250E1,-3.089771271E0,2.169982910E0
9.414710750E1,-3.963087463E1,-3.015079498E0,2.269607544E0
9.415714850E1,-3.951087952E1,-3.073104858E0,2.065200806E0
9.416718950E1,-3.953387451E1,-3.007530212E0,2.229248047E0
9.417723050E1,-3.950935364E1,-3.028656006E0,2.202545166E0
9.418727150E1,-3.957661438E1,-3.064838409E0,1.877532959E0
9.419731250E1,-3.956571960E1,-2.956108093E0,2.122268677E0
9.420735350E1,-3.961152649E1,-3.021038055E0,2.002166748E0
9.421739450E1,-3.937728882E1,-2.938240051E0,2.192855835E0
9.422743550E1,-3.952928162E1,-3.081691742E0,2.225662231E0
9.423747650E1,-3.937753296E1,-3.046878815E0,1.952072144E0
9.424751750E1,-3.936389160E1,-2.968181610E0,1.963287354E0
9.425755850E1,-3.939630127E1,-3.040882111E0,1.895263672E0
9.426759950E1,-3.945584106E1,-3.070121765E0,1.833221436E0
9.427764050E1,-3.944807434E1,-3.012432098E0,1.949722290E0
9.428768150E1,-3.958732605E1,-3.096244812E0,1.890151978E0
9.429772250E1,-3.964756775E1,-3.088932037E0,1.897567749E0
9.430776350E1,-3.964318848E1,-3.101535797E0,1.855941772E0
9.431780450E1,-3.964724731E1,-3.143558502E0,1.830917358E0
9.432784550E1,-3.975856018E1,-3.194477081E0,2.023284912E0
9.433788650E1,-3.957981873E1,-3.077453613E0,1.937255859E0
9.434792750E1,-3.951980591E1,-3.002948761E0,1.869949341E0
9.435796850E1,-3.959378052E1,-2.942916870E0,1.862365723E0
9.436800950E1,-3.962922668E1,-2.938560486E0,2.035415649E0
9.437805050E1,-3.944725037E1,-2.924644470E0,1.973937988E0
9.438809150E1,-3.956694031E1,-2.918792725E0,1.988861084E0
9.439813250E1,-3.947720337E1,-2.891292572E0,2.024627686E0
9.440817350E1,-3.945361328E1,-2.740772247E0,2.185241699E0
9.441821450E1,-3.944265747E1,-2.746814728E0,2.126586914E0
9.442825550E1,-3.947312927E1,-2.858173370E0,2.076095581E0
9.443829650E1,-3.961024475E1,-2.942100525E0,2.039093018E0
9.444833750E1,-3.951852417E1,-3.056350708E0,2.010910034E0
9.445837850E1,-3.958622742E1,-3.091136932E0,2.048873901E0
9.446841950E1,-3.951939392E1,-2.921066284E0,1.928344727E0
9.447846050E1,-3.944100952E1,-2.948223114E0,1.816864014E0
9.448850150E1,-3.943627930E1,-2.946399689E0,2.016998291E0
9.449854250E1,-3.948434448E1,-2.866043091E0,1.956512451E0
9.450858350E1,-3.949496460E1,-2.992065430E0,1.980850220E0
9.451862450E1,-3.965388489E1,-2.928695679E0,1.752426147E0
9.452866550E1,-3.942640686E1,-2.935153961E0,1.768936157E0
9.453870650E1,-3.943804932E1,-3.044132233E0,1.933029175E0
9.454874750E1,-3.938671875E1,-3.048069000E0,1.801651001E0
9.455878850E1,-3.932209778E1,-2.995250702E0,1.910369873E0
9.456882950E1,-3.951991272E1,-3.124309540E0,2.006118774E0
9.457887050E1,-3.948204041E1,-3.031372070E0,2.032363892E0
9.458891150E1,-3.939254761E1,-2.908149719E0,1.925720215E0
9.459895250E1,-3.922578430E1,-2.844032288E0,1.902282715E0
9.460899350E1,-3.937950134E1,-2.981075287E0,1.953994751E0
9.461903450E1,-3.949746704E1,-3.004348755E0,1.874740601E0
9.462907550E1,-3.942752075E1,-2.951011658E0,1.849670410E0
9.463911650E1,-3.941304016E1,-2.907341003E0,1.851257324E0
9.464915750E1,-3.943377686E1,-2.939849854E0,1.906311035E0
9.465919850E1,-3.945762634E1,-2.885669708E0,1.833953857E0
9.466923950E1,-3.960641479E1,-3.048824310E0,1.840423584E0
9.467928050E1,-3.952897644E1,-2.971244812E0,1.918121338E0
9.468932150E1,-3.952090454E1,-2.993396759E0,1.809600830E0
9.469936250E1,-3.956541443E1,-3.071125031E0,1.722839355E0
9.470940350E1,-3.956950378E1,-2.927749634E0,1.864715576E0
9.471944450E1,-3.961428833E1,-3.029930115E0,1.869079590E0
9.472948550E1,-3.962622070E1,-3.117424011E0,1.970138550E0
9.473952725E1,-3.961825562E1,-3.105724335E0,1.939361572E0
9.474956825E1,-3.953639221E1,-3.009651184E0,2.020416260E0
9.475960925E1,-3.961738586E1,-3.138275146E0,1.994583130E0
9.476965025E1,-3.959030151E1,-3.021865845E0,1.844223022E0
9.477969125E1,-3.957623291E1,-3.129493713E0,1.993377686E0
9.478973225E1,-3.970262146E1,-3.036197662E0,2.040496826E0
9.479977325E1,-3.969696045E1,-3.068210602E0,1.856689453E0
9.480981425E1,-3.961941528E1,-3.133918762E0,1.837921143E0
9.481985525E1,-3.965721130E1,-3.216445923E0,1.700622559E0
9.482989625E1,-3.964498901E1,-3.146549225E0,1.683776855E0
9.483993725E1,-3.968856812E1,-3.140136719E0,1.805953979E0
9.484997825E1,-3.966123962E1,-3.122833252E0,1.703796387E0
9.486001925E1,-3.970011902E1,-3.097866058E0,1.688507080E0
9.487006025E1,-3.959465027E1,-3.070129395E0,1.783218384E0
9.488010125E1,-3.961839294E1,-3.248668671E0,1.806716919E0
9.489014225E1,-3.957183838E1,-3.166416168E0,1.799880981E0
9.490018325E1,-3.967727661E1,-3.118751526E0,1.875473022E0
9.491022425E1,-3.966215515E1,-3.161457062E0,1.930191040E0
9.492026525E1,-3.967321777E1,-3.121509552E0,1.986465454E0
9.493030625E1,-3.965917969E1,-3.129615784E0,1.860260010E0
9.494034725E1,-3.950183105E1,-3.125644684E0,1.727691650E0
9.495038825E1,-3.963090515E1,-3.098686218E0,1.768493652E0
9.496042925E1,-3.961477661E1,-3.161968231E0,1.862609863E0
9.497047025E1,-3.973106384E1,-3.250453949E0,1.872146606E0
9.498051125E1,-3.971443176E1,-3.104923248E0,2.014312744E0
9.499055225E1,-3.963290405E1,-3.149345398E0,1.912673950E0
9.500059325E1,-3.957060242E1,-3.056148529E0,1.911758423E0
9.501063425E1,-3.962637329E1,-3.108142853E0,1.917343140E0
9.502067525E1,-3.959150696E1,-3.153842926E0,1.802261353E0
9.503071625E1,-3.967015076E1,-3.352027893E0,1.824493408E0
9.504075725E1,-3.965574646E1,-3.187099457E0,1.735946655E0
9.505079825E1,-3.951142883E1,-3.230533600E0,1.828094482E0
9.506084025E1,-3.957240295E1,-3.198783875E0,1.840042114E0
9.507088125E1,-3.964414978E1,-3.121753693E0,1.827041626E0
9.508092125E1,-3.960804749E1,-3.269767761E0,2.093856812E0
9.509096325E1,-3.957595825E1,-3.285270691E0,2.007583618E0
9.510100425E1,-3.964625549E1,-3.222496033E0,1.920730591E0
9.511104525E1,-3.965716553E1,-3.232128143E0,1.965042114E0
9.512108625E1,-3.955450439E1,-3.177787781E0,2.065917969E0
9.513112725E1,-3.946862793E1,-3.223407745E0,2.118865967E0
9.514116825E1,-3.947267151E1,-3.143615723E0,2.036834717E0
9.515120925E1,-3.948773193E1,-3.156112671E0,1.838439941E0
9.516125025E1,-3.960028076E1,-3.123920441E0,1.790756226E0
9.517129125E1,-3.940800476E1,-2.997364044E0,1.894241333E0
9.518133225E1,-3.942936707E1,-3.097732544E0,2.010314941E0
9.519137325E1,-3.955032349E1,-3.119834900E0,1.979522705E0
9.520141425E1,-3.959251404E1,-3.185245514E0,1.849487305E0
9.521145525E1,-3.951554871E1,-3.145351410E0,1.875198364E0
9.522149625E1,-3.967773438E1,-3.241477966E0,1.967041016E0
9.523153725E1,-3.958413696E1,-3.183395386E0,1.958435059E0
9.524157825E1,-3.964932251E1,-3.247249603E0,2.019744873E0
9.525161925E1,-3.943699646E1,-3.155109406E0,1.963928223E0
9.526166025E1,-3.946546936E1,-3.152122498E0,1.904113770E0
9.527170125E1,-3.952876282E1,-3.382137299E0,2.064071655E0
9.528174225E1,-3.941218567E1,-3.223220825E0,2.187362671E0
9.529178325E1,-3.935023499E1,-2.983875275E0,1.917373657E0
9.530182425E1,-3.947810364E1,-3.149868011E0,1.961959839E0
9.531186525E1,-3.954640198E1,-3.325527191E0,1.924026489E0
9.532190625E1,-3.955741882E1,-3.286678314E0,2.016235352E0
9.533194725E1,-3.960020447E1,-3.185966492E0,1.948486328E0
9.534198825E1,-3.956495667E1,-3.259555817E0,1.839492798E0
9.535202925E1,-3.958628845E1,-3.277690887E0,2.000198364E0
9.536207025E1,-3.963586426E1,-3.299182892E0,2.112518311E0
9.537211125E1,-3.962348938E1,-3.369934082E0,2.072113037E0
9.538215225E1,-3.957801819E1,-3.210491180E0,1.867446899E0
9.539219325E1,-3.953704834E1,-3.223709106E0,1.787826538E0
9.540223425E1,-3.957870483E1,-3.274826050E0,1.946823120E0
9.541227525E1,-3.948539734E1,-3.204315186E0,1.956436157E0
9.542231625E1,-3.945446777E1,-3.278343201E0,1.717849731E0
9.543235725E1,-3.953404236E1,-3.223461151E0,1.958312988E0
9.544239825E1,-3.956549072E1,-3.244834900E0,1.842117310E0
9.545243925E1,-3.952117920E1,-3.212886810E0,1.950622559E0
9.546248025E1,-3.961129761E1,-3.154418945E0,1.795074463E0
9.547252125E1,-3.951530457E1,-3.152297974E0,1.723785400E0
9.548256225E1,-3.950700378E1,-3.185142517E0,1.940673828E0
9.549260325E1,-3.949705505E1,-3.093700409E0,2.030212402E0
9.550264425E1,-3.958793640E1,-3.078025818E0,1.819213867E0
9.551268525E1,-3.950312805E1,-3.148883820E0,1.815170288E0
9.552272625E1,-3.947851562E1,-3.011009216E0,1.835357666E0
9.553276725E1,-3.962960815E1,-3.045528412E0,1.815216064E0
9.554280825E1,-3.962513733E1,-3.177776337E0,1.906112671E0
9.555284925E1,-3.954319763E1,-3.172428131E0,1.907516479E0
9.556289025E1,-3.960650635E1,-3.237667084E0,1.725982666E0
9.557293125E1,-3.963333130E1,-3.191032410E0,1.933456421E0
9.558297225E1,-3.958705139E1,-3.240692139E0,1.870147705E0
9.559301325E1,-3.954057312E1,-3.250686646E0,1.991378784E0
9.560305425E1,-3.976618958E1,-3.279773712E0,1.967727661E0
9.561309525E1,-3.981427002E1,-3.323596954E0,1.955215454E0
9.562313625E1,-3.972065735E1,-3.234058380E0,1.887008667E0
9.563317725E1,-3.978363037E1,-3.312725067E0,1.973480225E0
9.564321825E1,-3.989204407E1,-3.404430389E0,2.016647339E0
9.565325925E1,-3.976757812E1,-3.328945160E0,1.828750610E0
9.566330025E1,-3.975250244E1,-3.218967438E0,1.886505127E0
9.567334125E1,-3.983226013E1,-3.215557098E0,1.976699829E0
9.568338225E1,-3.981585693E1,-3.177112579E0,2.080810547E0
9.569342325E1,-3.982600403E1,-3.168361664E0,2.062683105E0
9.570346425E1,-3.981217957E1,-3.277782440E0,1.965133667E0
9.571350525E1,-3.981137085E1,-3.185901642E0,2.066711426E0
9.572354625E1,-3.984715271E1,-3.285285950E0,1.902999878E0
9.573358738E1,-3.984408569E1,-3.260303497E0,1.945434570E0
9.574362837E1,-3.981053162E1,-3.212268829E0,2.001296997E0
9.575366938E1,-3.975454712E1,-3.227798462E0,2.050903320E0
9.576371038E1,-3.972413635E1,-3.219730377E0,1.787048340E0
9.577375137E1,-3.971470642E1,-3.257865906E0,2.090087891E0
9.578379238E1,-3.981881714E1,-3.211116791E0,2.108840942E0
9.579383337E1,-3.987606812E1,-3.098331451E0,2.250396729E0
9.580387438E1,-3.976834106E1,-3.241489410E0,2.087570190E0
9.581391537E1,-3.974534607E1,-3.276416779E0,2.025039673E0
9.582395638E1,-3.962792969E1,-3.270221710E0,2.052978516E0
9.583399737E1,-3.967337036E1,-3.310615540E0,1.844573975E0
9.584403838E1,-3.976516724E1,-3.295574188E0,1.897445679E0
9.585407937E1,-3.983813477E1,-3.275859833E0,1.920669556E0
9.586412038E1,-3.971998596E1,-3.223548889E0,2.083953857E0
9.587416137E1,-3.973812866E1,-3.298915863E0,2.041732788E0
9.588420238E1,-3.965621948E1,-3.295063019E0,2.017272949E0
9.589424337E1,-3.967576599E1,-3.199970245E0,1.971679688E0
9.590428438E1,-3.978402710E1,-3.183185577E0,2.052871704E0
9.591432537E1,-3.972233582E1,-3.187908173E0,1.947219849E0
9.592436638E1,-3.977523804E1,-3.153545380E0,1.999710083E0
9.593440737E1,-3.966534424E1,-3.065746307E0,2.031906128E0
9.594444838E1,-3.962686157E1,-3.126319885E0,1.933807373E0
9.595448937E1,-3.957279968E1,-3.048633575E0,2.047851562E0
9.596453038E1,-3.960708618E1,-3.119232178E0,2.010864258E0
9.597457138E1,-3.964753723E1,-3.050109863E0,2.025238037E0
9.598461237E1,-3.950442505E1,-3.137161255E0,1.797927856E0
9.599465338E1,-3.966778564E1,-3.185188293E0,1.683837891E0
9.600469437E1,-3.965679932E1,-3.244968414E0,1.814605713E0
9.601473538E1,-3.961822510E1,-3.205677032E0,1.882461548E0
9.602477637E1,-3.966931152E1,-3.197071075E0,2.046600342E0
9.603481738E1,-3.964286804E1,-3.212478638E0,1.864364624E0
9.604485837E1,-3.964500427E1,-3.254840851E0,1.963912964E0
9.605489938E1,-3.961506653E1,-3.214817047E0,1.945632935E0
9.606494037E1,-3.971229553E1,-3.165504456E0,1.915130615E0
9.607498138E1,-3.966346741E1,-3.146022797E0,1.810180664E0
9.608502337E1,-3.969967651E1,-3.201606750E0,1.948852539E0
9.609506438E1,-3.966915894E1,-3.196872711E0,1.997924805E0
9.610510537E1,-3.956419373E1,-3.250572205E0,1.958480835E0
9.611514638E1,-3.971650696E1,-3.108470917E0,2.130218506E0
9.612518738E1,-3.963497925E1,-3.173149109E0,2.115127563E0
9.613522837E1,-3.959954834E1,-3.142368317E0,2.062866211E0
9.614526938E1,-3.945259094E1,-2.991832733E0,2.043670654E0
9.615531037E1,-3.957312012E1,-3.123142242E0,1.772613525E0
9.616535138E1,-3.950471497E1,-3.073654175E0,1.807723999E0
9.617539237E1,-3.945394897E1,-3.081020355E0,1.988281250E0
9.618543338E1,-3.957873535E1,-3.114826202E0,2.004348755E0
9.619547437E1,-3.966006470E1,-3.068176270E0,2.037857056E0
9.620551538E1,-3.953535461E1,-3.088390350E0,1.905364990E0
9.621555637E1,-3.960308838E1,-3.089405060E0,1.831665039E0
9.622559738E1,-3.963438416E1,-3.093418121E0,1.781433105E0
9.623563837E1,-3.956886292E1,-3.130004883E0,1.760116577E0
9.624567938E1,-3.942843628E1,-3.087299347E0,1.808731079E0
9.625572037E1,-3.950164795E1,-3.073486328E0,1.652374268E0
9.626576138E1,-3.956852722E1,-3.312236786E0,1.889541626E0
9.627580237E1,-3.962492371E1,-3.198425293E0,1.905792236E0
9.628584338E1,-3.959910583E1,-3.210178375E0,1.805252075E0
9.629588437E1,-3.966302490E1,-3.273418427E0,1.805572510E0
9.630592538E1,-3.968989563E1,-3.263572693E0,1.827117920E0
9.631596637E1,-3.967338562E1,-3.241985321E0,1.931457520E0
9.632600738E1,-3.961729431E1,-3.147945404E0,1.829986572E0
9.633604838E1,-3.942655945E1,-2.945289612E0,1.792846680E0
9.634608937E1,-3.949673462E1,-3.147796631E0,1.867843628E0
9.635613038E1,-3.961875916E1,-3.124828339E0,1.830429077E0
9.636617137E1,-3.962017822E1,-3.165336609E0,1.828384399E0
9.637621238E1,-3.970567322E1,-3.196788788E0,1.925155640E0
9.638625337E1,-3.966549683E1,-3.199146271E0,1.948837280E0
9.639629438E1,-3.950103760E1,-3.276512146E0,1.730468750E0
9.640633537E1,-3.965832520E1,-3.304985046E0,1.944580078E0
9.641637638E1,-3.976753235E1,-3.295589447E0,1.936233521E0
9.642641737E1,-3.975000000E1,-3.335891724E0,1.806411743E0
9.643645838E1,-3.976092529E1,-3.255756378E0,1.799652100E0
9.644649937E1,-3.970771790E1,-3.203266144E0,1.868881226E0
9.645654038E1,-3.969856262E1,-3.251323700E0,1.798614502E0
9.646658137E1,-3.969059753E1,-3.215061188E0,1.930465698E0
9.647662238E1,-3.971315002E1,-3.210372925E0,1.905822754E0
9.648666337E1,-3.966006470E1,-3.154273987E0,1.908004761E0
9.649670438E1,-3.954876709E1,-3.133548737E0,1.838333130E0
9.650674537E1,-3.970118713E1,-3.165798187E0,1.978942871E0
9.651678638E1,-3.973994446E1,-3.203022003E0,1.925277710E0
9.652682737E1,-3.975961304E1,-3.223724365E0,1.934951782E0
9.653686838E1,-3.977944946E1,-3.307830811E0,1.849838257E0
9.654690937E1,-3.954893494E1,-3.086223602E0,1.948104858E0
9.655695037E1,-3.959680176E1,-3.269187927E0,2.039138794E0
9.656699138E1,-3.955451965E1,-3.248058319E0,2.063156128E0
9.657703237E1,-3.960348511E1,-3.163688660E0,2.003997803E0
9.658707338E1,-3.963121033E1,-3.262088776E0,1.920410156E0
9.659711437E1,-3.957257080E1,-3.267944336E0,2.009689331E0
9.660715538E1,-3.958857727E1,-3.159732819E0,1.880447388E0
9.661719637E1,-3.953550720E1,-3.134422302E0,1.904785156E0
9.662723738E1,-3.959631348E1,-3.188087463E0,1.828063965E0
9.663727837E1,-3.957043457E1,-3.141468048E0,1.856491089E0
9.664731938E1,-3.932170105E1,-3.101127625E0,2.021697998E0
9.665736037E1,-3.939813232E1,-2.995201111E0,1.827545166E0
9.666740138E1,-3.956327820E1,-3.208744049E0,1.943664551E0
9.667744237E1,-3.956396484E1,-3.085792542E0,1.801300049E0
9.668748338E1,-3.960781860E1,-3.074562073E0,1.887115479E0
9.669752437E1,-3.962028503E1,-3.149806976E0,1.798156738E0
9.670756538E1,-3.959501648E1,-3.145801544E0,1.872268677E0
9.671760637E1,-3.938427734E1,-3.131801605E0,2.029037476E0
9.672764738E1,-3.947019958E1,-3.053794861E0,1.912887573E0
9.673768754E1,-3.948388672E1,-3.055629730E0,2.120681763E0
9.674772854E1,-3.944059753E1,-3.109378815E0,2.119354248E0
9.675776954E1,-3.946475220E1,-3.086887360E0,2.049102783E0
9.676781054E1,-3.944137573E1,-3.096050262E0,1.934448242E0
9.677785154E1,-3.933113098E1,-2.985984802E0,2.019348145E0
9.678789254E1,-3.927815247E1,-3.075893402E0,2.067764282E0
9.679793354E1,-3.943534851E1,-3.165435791E0,2.142654419E0
9.680797454E1,-3.944668579E1,-3.152248383E0,2.099517822E0
9.681801554E1,-3.940777588E1,-3.141323090E0,2.121826172E0
9.682805654E1,-3.948783875E1,-3.127983093E0,2.032058716E0
9.683809754E1,-3.941723633E1,-3.042938232E0,1.940734863E0
9.684813854E1,-3.925881958E1,-3.094722748E0,1.988693237E0
9.685817954E1,-3.933882141E1,-3.144138336E0,2.043441772E0
9.686822054E1,-3.926370239E1,-3.131053925E0,2.002349854E0
9.687826154E1,-3.938217163E1,-3.120616913E0,1.871917725E0
9.688830254E1,-3.936877441E1,-2.970829010E0,1.878311157E0
9.689834354E1,-3.926251221E1,-3.052516937E0,1.719375610E0
9.690838454E1,-3.931681824E1,-2.982818604E0,1.745010376E0
9.691842554E1,-3.933743286E1,-3.109767914E0,1.637756348E0
9.692846654E1,-3.932929993E1,-3.144371033E0,1.752029419E0
9.693850754E1,-3.926634216E1,-2.977478027E0,1.638351440E0
9.694854854E1,-3.943104553E1,-3.071506500E0,1.864974976E0
9.695858954E1,-3.942108154E1,-2.997741699E0,1.723327637E0
9.696863154E1,-3.935379028E1,-2.977859497E0,1.657196045E0
9.697867254E1,-3.936895752E1,-2.954463959E0,1.755172729E0
9.698871354E1,-3.936383057E1,-2.931659698E0,1.775680542E0
9.699875454E1,-3.948844910E1,-2.999889374E0,1.788894653E0
9.700879554E1,-3.950032043E1,-3.031623840E0,1.825210571E0
9.701883654E1,-3.951512146E1,-3.138244629E0,1.656936646E0
9.702887754E1,-3.937120056E1,-3.036830902E0,1.727005005E0
9.703891854E1,-3.951220703E1,-3.077930450E0,1.720001221E0
9.704895954E1,-3.962850952E1,-3.032657623E0,1.818206787E0
9.705900054E1,-3.951881409E1,-3.211174011E0,1.782348633E0
