"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.296666871E1,1.765731506E2,-5.740327454E1,-4.687863159E1
1.306623471E1,1.789237976E2,-5.980815125E1,-4.546563721E1
1.316580071E1,1.791325531E2,-5.786810303E1,-4.596365356E1
1.326536671E1,1.780823669E2,-5.763279724E1,-4.661425781E1
1.336493271E1,1.783327789E2,-5.786265564E1,-4.544119263E1
1.346449871E1,1.778250122E2,-5.804838562E1,-4.587582397E1
1.356406621E1,1.774349976E2,-5.880120850E1,-4.598553467E1
1.366363221E1,1.766893158E2,-5.841030884E1,-4.611975098E1
1.376319821E1,1.777557526E2,-6.119900513E1,-4.440194702E1
1.386276421E1,1.785897217E2,-6.371032715E1,-4.375756836E1
1.396233021E1,1.776817780E2,-6.055500793E1,-4.560147095E1
1.406189621E1,1.778831482E2,-6.022244263E1,-4.596456909E1
1.416146221E1,1.781225739E2,-5.863110352E1,-4.546170044E1
1.426102821E1,1.781623688E2,-5.811811829E1,-4.603121948E1
1.436059421E1,1.780421143E2,-5.716758728E1,-4.588238525E1
1.446016021E1,1.771556244E2,-5.783596802E1,-4.691131592E1
1.455972621E1,1.783644562E2,-6.073361206E1,-4.549099731E1
1.465929221E1,1.800402832E2,-6.256848145E1,-4.455401611E1
1.475885783E1,1.791269073E2,-6.056436157E1,-4.522970581E1
1.485842383E1,1.782677917E2,-6.005677795E1,-4.553781128E1
1.495798983E1,1.780868225E2,-6.071434021E1,-4.628170776E1
1.505755583E1,1.773179932E2,-6.039356995E1,-4.631628418E1
1.515712183E1,1.768657684E2,-6.068086243E1,-4.603433228E1
1.525668783E1,1.765612335E2,-6.146839905E1,-4.565679932E1
1.535625383E1,1.775741882E2,-6.414404297E1,-4.460302734E1
1.545581983E1,1.779824371E2,-6.471046448E1,-4.385113525E1
1.555538583E1,1.770162201E2,-6.282458496E1,-4.443038940E1
1.565495083E1,1.774589691E2,-6.185330200E1,-4.474981689E1
1.575451683E1,1.779495544E2,-6.013720703E1,-4.592007446E1
1.585408208E1,1.776714325E2,-5.906391907E1,-4.610183716E1
1.595364808E1,1.773030701E2,-5.819093323E1,-4.628250122E1
1.605321408E1,1.764733276E2,-5.782286072E1,-4.646194458E1
1.615278008E1,1.779129791E2,-6.029757690E1,-4.582369995E1
1.625234608E1,1.790865784E2,-6.016575623E1,-4.556768799E1
1.635191208E1,1.778554535E2,-5.828581238E1,-4.585910034E1
1.645147708E1,1.776033325E2,-5.759829712E1,-4.627395630E1
1.655104308E1,1.775939636E2,-5.749418640E1,-4.633837891E1
1.665060908E1,1.768828125E2,-5.651135254E1,-4.691085815E1
1.675017508E1,1.769597473E2,-5.678036499E1,-4.593423462E1
1.684974108E1,1.758984985E2,-5.578576660E1,-4.636291504E1
1.694930696E1,1.765289459E2,-5.950277710E1,-4.500247192E1
1.704887296E1,1.766268463E2,-5.946968079E1,-4.465524292E1
1.714843796E1,1.760516357E2,-5.660694885E1,-4.477368164E1
1.724800396E1,1.761550140E2,-5.626797485E1,-4.524798584E1
1.734756996E1,1.761119385E2,-5.498680115E1,-4.592022705E1
1.744713596E1,1.755102081E2,-5.440904236E1,-4.595407104E1
1.754670196E1,1.748234253E2,-5.394418335E1,-4.573574829E1
1.764626696E1,1.740106506E2,-5.381893921E1,-4.548220825E1
1.774583296E1,1.753044586E2,-5.638641357E1,-4.455712891E1
1.784539896E1,1.759213867E2,-5.638258362E1,-4.444088745E1
1.794496496E1,1.747334442E2,-5.506883240E1,-4.419555664E1
1.804453096E1,1.744536743E2,-5.446426392E1,-4.420532227E1
1.814409671E1,1.741842651E2,-5.457627869E1,-4.408273315E1
1.824366271E1,1.738289032E2,-5.462271118E1,-4.418188477E1
1.834322871E1,1.734397430E2,-5.459634399E1,-4.395071411E1
1.844279471E1,1.723137360E2,-5.465942383E1,-4.365713501E1
1.854236071E1,1.729813232E2,-5.729266357E1,-4.287704468E1
1.864192571E1,1.726684113E2,-5.756773376E1,-4.275662231E1
1.874149171E1,1.723360901E2,-5.569682312E1,-4.324453735E1
1.884105771E1,1.722016449E2,-5.520204163E1,-4.360809326E1
1.894062371E1,1.721514435E2,-5.400267029E1,-4.413226318E1
1.904018971E1,1.714737244E2,-5.394355774E1,-4.371957397E1
1.913975471E1,1.713514862E2,-5.351582336E1,-4.382080078E1
1.923932058E1,1.711886139E2,-5.416616821E1,-4.365469360E1
1.933888658E1,1.725951691E2,-5.667398071E1,-4.276394653E1
1.943845258E1,1.729280853E2,-5.535571289E1,-4.267523193E1
1.953801858E1,1.717971497E2,-5.369076538E1,-4.287145996E1
1.963758458E1,1.723587341E2,-5.388549805E1,-4.274255371E1
1.973715058E1,1.718659058E2,-5.380073547E1,-4.271041870E1
1.983671558E1,1.718339386E2,-5.369480896E1,-4.281323242E1
1.993628158E1,1.718104248E2,-5.411131287E1,-4.196932983E1
2.003584758E1,1.713594666E2,-5.479275513E1,-4.237036133E1
2.013541358E1,1.720209961E2,-5.697924805E1,-4.113769531E1
2.023497958E1,1.724387207E2,-5.771871948E1,-4.098416138E1
2.033454575E1,1.720842285E2,-5.600549316E1,-4.177145386E1
2.043411175E1,1.723661957E2,-5.536549377E1,-4.198638916E1
2.053367775E1,1.724213562E2,-5.379579163E1,-4.211785889E1
2.063324375E1,1.724546967E2,-5.279748535E1,-4.165133667E1
2.073280975E1,1.721852112E2,-5.267839050E1,-4.152413940E1
2.083237575E1,1.716823883E2,-5.294117737E1,-4.195520020E1
2.093194175E1,1.729906006E2,-5.531947327E1,-4.065158081E1
2.103150775E1,1.737503662E2,-5.490675354E1,-4.050866699E1
2.113107375E1,1.727538300E2,-5.382649231E1,-4.077749634E1
2.123063975E1,1.727497406E2,-5.398895264E1,-4.038198853E1
2.133020575E1,1.725409851E2,-5.388250732E1,-4.059228516E1
2.142977175E1,1.729712219E2,-5.381019592E1,-4.044808960E1
2.152933721E1,1.727208252E2,-5.395616150E1,-4.093521118E1
2.162890321E1,1.729983978E2,-5.429617310E1,-4.054882812E1
2.172846921E1,1.739398346E2,-5.692411804E1,-3.961993408E1
2.182803521E1,1.744871826E2,-5.699978638E1,-3.893405151E1
2.192760121E1,1.740581665E2,-5.586712646E1,-3.914987183E1
2.202716721E1,1.740458679E2,-5.529003906E1,-3.909973145E1
2.212673321E1,1.743953400E2,-5.457920837E1,-3.945431519E1
2.222629921E1,1.741296692E2,-5.403749084E1,-3.991323853E1
2.232586521E1,1.741027985E2,-5.348307800E1,-3.955572510E1
2.242543121E1,1.736419830E2,-5.496302795E1,-3.891680908E1
2.252499721E1,1.747002411E2,-5.767430115E1,-3.795220947E1
2.262456275E1,1.754228516E2,-5.695690918E1,-3.682708740E1
2.272412875E1,1.748352203E2,-5.643952942E1,-3.777200317E1
2.282369575E1,1.747278900E2,-5.626385498E1,-3.758853149E1
2.292326175E1,1.749254608E2,-5.630572510E1,-3.744158936E1
2.302282775E1,1.746453400E2,-5.646525574E1,-3.783816528E1
2.312239375E1,1.749604187E2,-5.712126160E1,-3.754876709E1
2.322195975E1,1.744248810E2,-5.760198975E1,-3.737582397E1
2.332152575E1,1.752974243E2,-6.072755432E1,-3.546691895E1
2.342109275E1,1.746853790E2,-5.933764648E1,-3.579235840E1
2.352065875E1,1.743855743E2,-5.856207275E1,-3.690606689E1
2.362022475E1,1.747486115E2,-5.815734863E1,-3.660305786E1
2.371979075E1,1.752655640E2,-5.759103394E1,-3.645922852E1
2.381935700E1,1.751736908E2,-5.703555298E1,-3.710794067E1
2.391892400E1,1.753969421E2,-5.622251892E1,-3.732958984E1
2.401849000E1,1.758003540E2,-5.709381104E1,-3.652523804E1
2.411805600E1,1.777233734E2,-5.923298645E1,-3.473794556E1
2.421762200E1,1.778790131E2,-5.738026428E1,-3.606182861E1
2.431718800E1,1.771518250E2,-5.704898071E1,-3.606439209E1
2.441675500E1,1.772314301E2,-5.747277832E1,-3.597186279E1
2.451632100E1,1.774264069E2,-5.741642761E1,-3.537762451E1
2.461588700E1,1.773059540E2,-5.737408447E1,-3.614895630E1
2.471545300E1,1.777103882E2,-5.679098511E1,-3.610784912E1
2.481501900E1,1.783970642E2,-5.827537537E1,-3.511911011E1
2.491458650E1,1.786500702E2,-6.119213867E1,-3.348278809E1
2.501415250E1,1.781356201E2,-5.824783325E1,-3.523455811E1
2.511371850E1,1.779900360E2,-5.804730225E1,-3.576480103E1
2.521328450E1,1.786044312E2,-5.703256226E1,-3.578207397E1
2.531285150E1,1.783677216E2,-5.573094177E1,-3.640270996E1
2.541241750E1,1.785031433E2,-5.510844421E1,-3.640054321E1
2.551198350E1,1.776723633E2,-5.504510498E1,-3.719192505E1
2.561154950E1,1.787720490E2,-5.759678650E1,-3.586187744E1
2.571111550E1,1.791624451E2,-5.587348938E1,-3.631481934E1
2.581068250E1,1.782550354E2,-5.544644165E1,-3.697625732E1
2.591024850E1,1.783273621E2,-5.553451538E1,-3.640869141E1
2.600981458E1,1.781064758E2,-5.534472656E1,-3.666607666E1
2.610938058E1,1.777408447E2,-5.567355347E1,-3.688925171E1
2.620894658E1,1.774731445E2,-5.590213013E1,-3.705291748E1
2.630851258E1,1.763848267E2,-5.592852783E1,-3.792663574E1
2.640807958E1,1.776615906E2,-5.888865662E1,-3.708663940E1
2.650764558E1,1.767745209E2,-5.641075134E1,-3.808740234E1
2.660721158E1,1.771306305E2,-5.674935913E1,-3.763031006E1
2.670677758E1,1.765483704E2,-5.606266785E1,-3.845397949E1
2.680634358E1,1.767081451E2,-5.554461670E1,-3.891674805E1
2.690590958E1,1.760246582E2,-5.445094299E1,-3.979129028E1
2.700547558E1,1.757961731E2,-5.419015503E1,-3.997616577E1
2.710504158E1,1.769377747E2,-5.609533691E1,-3.912442017E1
2.720460846E1,1.779771729E2,-5.667361450E1,-3.800759888E1
2.730417446E1,1.774874725E2,-5.589028931E1,-3.892651367E1
2.740374046E1,1.770176239E2,-5.545149231E1,-3.953198242E1
2.750330646E1,1.773806458E2,-5.563682556E1,-4.001538086E1
2.760287246E1,1.775654144E2,-5.520602417E1,-3.985467529E1
2.770243846E1,1.771156311E2,-5.537866211E1,-3.982897949E1
2.780200446E1,1.768095398E2,-5.572833252E1,-4.082125854E1
2.790157046E1,1.772274170E2,-5.934844971E1,-4.001037598E1
2.800113646E1,1.774833374E2,-5.985006714E1,-3.982763672E1
2.810070246E1,1.770986938E2,-5.785298157E1,-4.094448853E1
2.820026846E1,1.770912323E2,-5.737849426E1,-4.076483154E1
2.829983408E1,1.779771118E2,-5.629719543E1,-4.175680542E1
2.839940008E1,1.780340271E2,-5.496098328E1,-4.197879028E1
2.849896608E1,1.782832489E2,-5.463496399E1,-4.261987305E1
2.859853208E1,1.780516052E2,-5.519236755E1,-4.299911499E1
2.869809808E1,1.785310364E2,-5.858995056E1,-4.164132690E1
2.879766408E1,1.791349640E2,-5.710984802E1,-4.232763672E1
2.889723008E1,1.777962799E2,-5.546833801E1,-4.285342407E1
2.899679608E1,1.778961334E2,-5.525738525E1,-4.311514282E1
2.909636208E1,1.776638794E2,-5.533476257E1,-4.320614624E1
2.919592808E1,1.780224152E2,-5.493199158E1,-4.318026733E1
2.929549408E1,1.769665833E2,-5.626278687E1,-4.319570923E1
2.939506008E1,1.775315857E2,-6.103517151E1,-4.175979614E1
2.949462696E1,1.768075867E2,-5.992442322E1,-4.244427490E1
2.959419296E1,1.763918304E2,-5.934152222E1,-4.335934448E1
2.969375896E1,1.762335205E2,-5.795323181E1,-4.360223389E1
2.979332496E1,1.761675873E2,-5.718542480E1,-4.384024048E1
2.989289096E1,1.761054230E2,-5.657789612E1,-4.527706909E1
2.999245696E1,1.761590424E2,-5.612258911E1,-4.516867065E1
3.009202296E1,1.766112976E2,-5.778262329E1,-4.473550415E1
3.019158896E1,1.781536255E2,-5.918623352E1,-4.415447998E1
3.029115396E1,1.776951294E2,-5.682727051E1,-4.566348267E1
3.039071996E1,1.775439301E2,-5.672491455E1,-4.556170654E1
3.049028596E1,1.774040985E2,-5.717135620E1,-4.527572632E1
3.058985087E1,1.764854736E2,-5.730891418E1,-4.580694580E1
3.068941687E1,1.760056763E2,-5.782521057E1,-4.601687622E1
3.078898287E1,1.748757172E2,-5.900471497E1,-4.651425171E1
3.088854887E1,1.756676636E2,-6.286660767E1,-4.490283203E1
3.098811488E1,1.747338409E2,-6.126579285E1,-4.522482300E1
3.108768087E1,1.738920288E2,-6.007785034E1,-4.608831787E1
3.118724587E1,1.735138702E2,-5.932803345E1,-4.649844360E1
3.128681187E1,1.734895935E2,-5.841207886E1,-4.689535522E1
3.138637787E1,1.729052429E2,-5.855722046E1,-4.725399780E1
3.148594388E1,1.726740570E2,-5.834881592E1,-4.708905029E1
3.158550987E1,1.738777466E2,-6.141757202E1,-4.597744751E1
3.168507508E1,1.758004456E2,-6.326660156E1,-4.621853638E1
3.178464108E1,1.749128876E2,-6.155157471E1,-4.622079468E1
3.188420708E1,1.740716553E2,-6.109135437E1,-4.766632080E1
3.198377308E1,1.736983032E2,-6.190403748E1,-4.703417969E1
3.208333908E1,1.726320343E2,-6.244366455E1,-4.763619995E1
3.218290408E1,1.717518921E2,-6.309429932E1,-4.707858276E1
3.228247008E1,1.708404846E2,-6.395988464E1,-4.670565796E1
3.238203608E1,1.712117004E2,-6.737864685E1,-4.518225098E1
3.248160208E1,1.710427399E2,-6.720179749E1,-4.480346680E1
3.258116708E1,1.701623230E2,-6.585157776E1,-4.553845215E1
3.268073308E1,1.705438690E2,-6.497793579E1,-4.608978271E1
3.278029908E1,1.706088562E2,-6.410047913E1,-4.612225342E1
3.287986487E1,1.707599182E2,-6.387516785E1,-4.703698730E1
3.297942988E1,1.702356720E2,-6.411825562E1,-4.608273315E1
3.307899587E1,1.708855438E2,-6.463983154E1,-4.603195190E1
3.317856187E1,1.722809906E2,-6.905899048E1,-4.380038452E1
3.327812787E1,1.720272369E2,-6.723300171E1,-4.514367676E1
3.337769287E1,1.702051697E2,-6.707858276E1,-4.460656738E1
3.347725888E1,1.695178833E2,-6.757328796E1,-4.489440918E1
3.357682487E1,1.676787262E2,-6.761491394E1,-4.469049072E1
3.367638987E1,1.665234222E2,-6.749942017E1,-4.524768066E1
3.377595587E1,1.652178802E2,-6.769171143E1,-4.455606079E1
3.387552187E1,1.645662689E2,-6.866833496E1,-4.421640015E1
3.397508833E1,1.653082581E2,-7.236076355E1,-4.171166992E1
3.407465433E1,1.644167633E2,-7.101889038E1,-4.282629395E1
3.417422033E1,1.632384033E2,-7.016094971E1,-4.324566650E1
3.427378533E1,1.630461578E2,-6.945922852E1,-4.387551880E1
3.437335133E1,1.628192291E2,-6.888795471E1,-4.425961304E1
3.447291733E1,1.624350433E2,-6.889199829E1,-4.421188354E1
3.457248233E1,1.618876648E2,-6.876234436E1,-4.381463623E1
3.467204833E1,1.612578735E2,-6.967492676E1,-4.367651367E1
3.477161433E1,1.623713989E2,-7.358140564E1,-4.112429810E1
3.487117933E1,1.608584442E2,-7.203849792E1,-4.274615479E1
3.497074533E1,1.576688690E2,-7.127302551E1,-4.237084961E1
3.507031071E1,1.551557617E2,-7.088516235E1,-4.140631104E1
3.516987571E1,1.526213379E2,-7.017854309E1,-4.139105225E1
3.526944171E1,1.503618317E2,-6.877291870E1,-4.142999268E1
3.536900671E1,1.492596130E2,-6.814807129E1,-4.184872437E1
3.546857271E1,1.486472931E2,-6.751821899E1,-4.170458984E1
3.556813871E1,1.490795593E2,-6.992417908E1,-4.040292358E1
3.566770371E1,1.490125122E2,-7.079486084E1,-3.982293701E1
3.576726971E1,1.473679657E2,-6.841354370E1,-4.036727905E1
3.586683471E1,1.475656738E2,-6.825447083E1,-4.037829590E1
3.596640071E1,1.481905060E2,-6.764744568E1,-4.120715332E1
3.606596571E1,1.484850616E2,-6.777177429E1,-4.152310181E1
3.616553171E1,1.488349457E2,-6.784312439E1,-4.076486206E1
3.626509762E1,1.484469910E2,-6.864625549E1,-4.125045776E1
3.636466262E1,1.501847076E2,-7.105134583E1,-4.026660156E1
3.646422862E1,1.512454834E2,-7.306434631E1,-3.887188721E1
3.656379362E1,1.483411255E2,-6.966287231E1,-3.982919312E1
3.666335963E1,1.466297150E2,-6.902313232E1,-3.927499390E1
3.676292463E1,1.453766022E2,-6.780612183E1,-3.973950195E1
3.686249062E1,1.441369476E2,-6.602029419E1,-3.943716431E1
3.696205562E1,1.439081421E2,-6.544714355E1,-3.983236694E1
3.706162162E1,1.430050964E2,-6.490190125E1,-3.974270630E1
3.716118663E1,1.431765594E2,-6.736209106E1,-3.885556030E1
3.726075263E1,1.437082672E2,-6.929411316E1,-3.772161865E1
3.736031671E1,1.430286560E2,-6.696452332E1,-3.896920776E1
3.745988271E1,1.433968811E2,-6.644749451E1,-3.964434814E1
3.755944771E1,1.441999207E2,-6.662802124E1,-3.999093628E1
3.765901371E1,1.446573029E2,-6.707826233E1,-4.001464844E1
3.775857871E1,1.453157196E2,-6.751507568E1,-4.024758911E1
3.785814471E1,1.449543610E2,-6.761892700E1,-4.045373535E1
3.795770971E1,1.463368835E2,-7.055776978E1,-3.986151123E1
3.805727571E1,1.480608978E2,-7.354685974E1,-3.902392578E1
3.815684071E1,1.470859528E2,-7.089971924E1,-4.058560181E1
3.825640671E1,1.454386597E2,-6.950173950E1,-4.013796997E1
3.835597171E1,1.446318817E2,-6.917895508E1,-4.037661743E1
3.845553771E1,1.429075012E2,-6.696707153E1,-4.074694824E1
3.855510321E1,1.417816620E2,-6.597241211E1,-4.100274658E1
3.865466921E1,1.410290375E2,-6.463127136E1,-4.142248535E1
3.875423421E1,1.412644653E2,-6.511720276E1,-4.164395142E1
3.885379921E1,1.417937927E2,-6.786759949E1,-4.058465576E1
3.895336521E1,1.411160583E2,-6.611184692E1,-4.129705811E1
3.905293021E1,1.412376099E2,-6.451861572E1,-4.235269165E1
3.915249621E1,1.413508301E2,-6.411308289E1,-4.275527954E1
3.925206121E1,1.416919098E2,-6.403366089E1,-4.281317139E1
3.935162621E1,1.420737762E2,-6.439520264E1,-4.319256592E1
3.945119221E1,1.414696198E2,-6.432661438E1,-4.300393677E1
3.955075721E1,1.406503754E2,-6.543885803E1,-4.192453003E1
3.965032296E1,1.413655701E2,-6.803759766E1,-4.126306152E1
3.974988796E1,1.413472900E2,-6.884973145E1,-4.122222900E1
3.984945396E1,1.389373627E2,-6.476248169E1,-4.201858521E1
3.994901896E1,1.376431427E2,-6.405198669E1,-4.156069946E1
4.004858396E1,1.364933014E2,-6.155865479E1,-4.225622559E1
4.014814996E1,1.349675598E2,-5.854757690E1,-4.237149048E1
4.024771496E1,1.346263580E2,-5.615936279E1,-4.327368164E1
4.034727996E1,1.336614380E2,-5.388851929E1,-4.342721558E1
4.044684596E1,1.333779602E2,-5.360102844E1,-4.267279053E1
4.054641096E1,1.334718475E2,-5.521275330E1,-4.296054077E1
4.064597696E1,1.322513885E2,-5.258439636E1,-4.183090210E1
4.074554233E1,1.323162079E2,-5.032281494E1,-4.275021362E1
4.084510733E1,1.327604675E2,-4.907350159E1,-4.300466919E1
4.094467333E1,1.323639679E2,-4.783869934E1,-4.278454590E1
4.104423833E1,1.320896301E2,-4.905996704E1,-4.242956543E1
4.114380333E1,1.316488647E2,-4.956860352E1,-4.147970581E1
4.124336933E1,1.312389526E2,-5.038301086E1,-4.099618530E1
4.134293433E1,1.323418121E2,-5.421868896E1,-4.242471313E1
4.144249933E1,1.334134827E2,-5.411730957E1,-4.266711426E1
4.154206533E1,1.323213043E2,-5.057490540E1,-4.187011719E1
4.164163033E1,1.319744263E2,-4.936729431E1,-4.189263916E1
4.174119533E1,1.321161041E2,-4.614884949E1,-4.280456543E1
4.184076133E1,1.326473541E2,-4.388436890E1,-4.284387207E1
4.194032600E1,1.335190582E2,-4.208903503E1,-4.278781128E1
4.203989100E1,1.328663330E2,-4.154083252E1,-4.265219116E1
4.213945700E1,1.335305328E2,-4.315110779E1,-4.370053101E1
4.223902200E1,1.340495911E2,-4.403703308E1,-4.383087158E1
4.233858700E1,1.329644470E2,-4.048905945E1,-4.276193237E1
4.243815200E1,1.347262115E2,-3.996847534E1,-4.395996094E1
4.253771800E1,1.341872406E2,-3.908641052E1,-4.317523193E1
4.263728300E1,1.339445801E2,-3.939019775E1,-4.355163574E1
4.273684800E1,1.337134399E2,-4.038191223E1,-4.355566406E1
4.283641400E1,1.332693634E2,-4.092634583E1,-4.361856079E1
4.293597900E1,1.344248047E2,-4.527307129E1,-4.440695190E1
4.303554446E1,1.359396820E2,-4.568846130E1,-4.542877197E1
4.313510946E1,1.348353577E2,-4.298854065E1,-4.424127197E1
4.323467546E1,1.344507141E2,-4.280084229E1,-4.391918945E1
4.333424046E1,1.351313934E2,-4.042117310E1,-4.422076416E1
4.343380546E1,1.353850403E2,-3.901873779E1,-4.443444824E1
4.353337046E1,1.365739594E2,-3.772047424E1,-4.450677490E1
4.363293646E1,1.365950623E2,-3.730630493E1,-4.402511597E1
4.373250146E1,1.374086914E2,-3.921464539E1,-4.545187378E1
4.383206646E1,1.385169525E2,-4.234080505E1,-4.534527588E1
4.393163246E1,1.370020294E2,-3.940202332E1,-4.434405518E1
4.403119746E1,1.386231842E2,-3.895429993E1,-4.543103027E1
4.413076196E1,1.383709717E2,-3.845079041E1,-4.514300537E1
4.423032696E1,1.381346283E2,-3.951286316E1,-4.529721069E1
4.432989196E1,1.379310303E2,-3.999519348E1,-4.477432251E1
4.442945796E1,1.377335663E2,-4.112489319E1,-4.472177124E1
4.452902296E1,1.380480499E2,-4.337185669E1,-4.494882202E1
4.462858796E1,1.397509155E2,-4.727037048E1,-4.613723755E1
4.472815296E1,1.408668823E2,-4.620480347E1,-4.621881104E1
4.482771896E1,1.395435181E2,-4.386064148E1,-4.551190186E1
4.492728396E1,1.397074432E2,-4.390792847E1,-4.495941162E1
4.502684896E1,1.400047150E2,-4.236193848E1,-4.561773682E1
4.512641396E1,1.409020996E2,-4.087612915E1,-4.517730713E1
4.522597896E1,1.415977936E2,-4.006796265E1,-4.528125000E1
4.532554508E1,1.413479004E2,-4.024029541E1,-4.507586670E1
4.542511008E1,1.426824799E2,-4.303521729E1,-4.578356934E1
4.552467508E1,1.425527496E2,-4.362043762E1,-4.562408447E1
4.562424008E1,1.426557770E2,-4.129660034E1,-4.528170776E1
4.572380508E1,1.433685303E2,-4.081503296E1,-4.558566284E1
4.582337108E1,1.430581970E2,-4.007278442E1,-4.529290771E1
4.592293608E1,1.430964355E2,-4.036410522E1,-4.576116943E1
4.602250108E1,1.424207001E2,-4.029652405E1,-4.452944946E1
4.612206608E1,1.429515381E2,-4.125555420E1,-4.435928345E1
4.622163108E1,1.437008667E2,-4.423999023E1,-4.493212891E1
4.632119708E1,1.454370880E2,-4.728758240E1,-4.585833740E1
4.642076212E1,1.451158600E2,-4.397906494E1,-4.554248047E1
4.652032712E1,1.445437927E2,-4.373414612E1,-4.517214966E1
4.661989213E1,1.451711273E2,-4.251165771E1,-4.613366699E1
4.671945713E1,1.455241241E2,-4.127668762E1,-4.588131714E1
4.681902212E1,1.462563782E2,-4.103671265E1,-4.553411865E1
4.691858812E1,1.462339783E2,-4.074768066E1,-4.585223389E1
4.701815312E1,1.459617920E2,-4.151072693E1,-4.573974609E1
4.711771812E1,1.469240723E2,-4.419105530E1,-4.649560547E1
4.721728313E1,1.459600677E2,-4.240625000E1,-4.540750122E1
4.731684813E1,1.472110596E2,-4.119812012E1,-4.606323242E1
4.741641312E1,1.477616577E2,-4.154901123E1,-4.620205688E1
4.751597812E1,1.478241730E2,-4.068136597E1,-4.557177734E1
4.761554412E1,1.479933319E2,-4.104537964E1,-4.596942139E1
4.771510913E1,1.475129242E2,-4.111495972E1,-4.524841309E1
4.781467413E1,1.476957397E2,-4.234332275E1,-4.536224365E1
4.791423912E1,1.492933960E2,-4.453355408E1,-4.627758789E1
4.801380412E1,1.512797241E2,-4.759254456E1,-4.723510742E1
4.811336912E1,1.508910675E2,-4.538400269E1,-4.699642944E1
4.821293412E1,1.502947540E2,-4.526034546E1,-4.687487793E1
4.831250013E1,1.502063599E2,-4.406802368E1,-4.706442261E1
4.841206513E1,1.506849670E2,-4.258836365E1,-4.693078613E1
4.851163012E1,1.517501221E2,-4.237127686E1,-4.750915527E1
4.861119512E1,1.517460480E2,-4.185025024E1,-4.756951904E1
4.871076058E1,1.522102203E2,-4.191580200E1,-4.767120361E1
4.881032558E1,1.524948578E2,-4.235087585E1,-4.755978394E1
4.890989058E1,1.530362549E2,-4.416978455E1,-4.735437012E1
4.900945558E1,1.532124481E2,-4.465052795E1,-4.770440674E1
4.910902058E1,1.529915619E2,-4.341644287E1,-4.693450928E1
4.920858658E1,1.543049622E2,-4.380717468E1,-4.750912476E1
4.930815158E1,1.540039368E2,-4.367573547E1,-4.714712524E1
4.940771658E1,1.538098145E2,-4.348507690E1,-4.689089966E1
4.950728158E1,1.533376160E2,-4.342010498E1,-4.662118530E1
4.960684658E1,1.526509552E2,-4.335110474E1,-4.632144165E1
4.970641158E1,1.517987518E2,-4.456367493E1,-4.587747192E1
4.980597583E1,1.514212494E2,-4.591835022E1,-4.570889282E1
4.990554083E1,1.527250214E2,-4.864033508E1,-4.683447266E1
5.000510583E1,1.523339539E2,-4.621096802E1,-4.690374756E1
5.010467083E1,1.515943909E2,-4.563093567E1,-4.684280396E1
5.020423683E1,1.514646912E2,-4.474890137E1,-4.643057251E1
5.030380183E1,1.509592590E2,-4.309271240E1,-4.684646606E1
5.040336683E1,1.513452911E2,-4.301040649E1,-4.634591675E1
5.050293183E1,1.512154388E2,-4.229376221E1,-4.681286621E1
5.060249683E1,1.507199707E2,-4.179299927E1,-4.627951050E1
5.070206183E1,1.516987915E2,-4.505433655E1,-4.694363403E1
5.080162683E1,1.517828369E2,-4.584342957E1,-4.645922852E1
5.090119183E1,1.511957397E2,-4.315974426E1,-4.627505493E1
5.100075696E1,1.517350311E2,-4.342990112E1,-4.686590576E1
5.110032196E1,1.514028168E2,-4.255453491E1,-4.617962646E1
5.119988696E1,1.514075317E2,-4.285842896E1,-4.664099121E1
5.129945196E1,1.505832367E2,-4.239741516E1,-4.645404053E1
5.139901696E1,1.495096130E2,-4.278448486E1,-4.590393066E1
5.149858196E1,1.489328461E2,-4.451118469E1,-4.597338867E1
5.159814796E1,1.499894409E2,-4.767529297E1,-4.633035278E1
5.169771296E1,1.501706085E2,-4.764015198E1,-4.641735840E1
5.179727796E1,1.493882904E2,-4.620440674E1,-4.669396973E1
5.189684296E1,1.486680145E2,-4.588331604E1,-4.618652344E1
5.199640796E1,1.482889404E2,-4.440554810E1,-4.618450928E1
5.209597346E1,1.483145142E2,-4.347972107E1,-4.615112305E1
5.219553846E1,1.485084686E2,-4.246948242E1,-4.602951050E1
5.229510346E1,1.481943665E2,-4.174105835E1,-4.615722656E1
5.239466846E1,1.492261047E2,-4.427815247E1,-4.641015625E1
5.249423346E1,1.491793976E2,-4.575927734E1,-4.675613403E1
5.259379846E1,1.488988800E2,-4.346018982E1,-4.686614990E1
5.269336346E1,1.490543671E2,-4.297618103E1,-4.655987549E1
5.279292846E1,1.490266418E2,-4.258999634E1,-4.726870728E1
5.289249346E1,1.481922302E2,-4.292189026E1,-4.664682007E1
5.299205846E1,1.477671661E2,-4.338418579E1,-4.671182251E1
5.309162346E1,1.467039490E2,-4.401762390E1,-4.631137085E1
5.319118846E1,1.480392303E2,-4.795411682E1,-4.720559692E1
5.329075375E1,1.488242035E2,-4.793682861E1,-4.753341675E1
5.339031875E1,1.473038635E2,-4.601809692E1,-4.735736084E1
5.348988375E1,1.475593719E2,-4.606320190E1,-4.738662720E1
5.358944875E1,1.474372864E2,-4.439962769E1,-4.736984253E1
5.368901375E1,1.479151459E2,-4.396676636E1,-4.750692749E1
