"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.895336521E1,-6.516283303E-1,-2.392240934E0,2.539015403E0
3.905293021E1,-3.981199569E-1,6.893484993E-1,-9.656004220E-1
3.915249621E1,-1.683375379E-1,-3.078033523E-1,-9.954475343E-2
3.925206121E1,-5.349113278E-2,8.199643334E-1,7.997236848E-3
3.935162621E1,-1.163866787E0,7.425825007E-1,-2.869655567E-1
3.945119221E1,-1.180551817E0,9.198650361E-1,1.541981519E0
3.955075721E1,-7.966217369E-2,1.146112448E0,2.502019485E0
3.965032296E1,-1.261785284E0,-2.113447739E0,-1.817345030E0
3.974988796E1,9.827539600E-1,-3.167612720E0,-9.997084004E-1
3.984945396E1,3.559160699E-1,1.911909272E0,4.384131199E-1
3.994901896E1,-8.327161606E-1,-1.137160068E0,-2.862416714E-1
4.004858396E1,2.066189665E-1,3.752507655E-1,-7.482535690E-1
4.014814996E1,3.495351496E-1,-6.487938926E-2,5.888204634E-2
4.024771496E1,1.031318741E0,3.457557287E-1,-4.623802722E-2
4.034727996E1,1.109804601E0,5.093157260E-1,2.267980000E0
4.044684596E1,1.845838805E-1,-1.070018684E0,-6.229389668E-2
4.054641096E1,-1.018526787E0,-1.135317464E0,-3.204747217E0
4.064597696E1,-1.679907542E0,-1.902327439E0,2.995105240E0
4.074554233E1,-6.418571945E-1,3.484474944E-1,-9.857224452E-1
4.084510733E1,1.944167045E-1,9.059361644E-2,-6.783471823E-1
4.094467333E1,5.924998239E-2,1.288348015E0,1.024373710E0
4.104423833E1,-8.275523382E-1,5.339953615E-1,-3.719209224E-1
4.114380333E1,-4.461209196E-1,1.112735956E0,1.621629367E0
4.124336933E1,-4.340741935E-1,3.255880972E-1,2.473837659E0
4.134293433E1,-1.344562269E0,-2.367893567E0,-2.424326361E0
4.144249933E1,8.531986646E-1,-2.478743766E0,-2.038912404E-1
4.154206533E1,-7.838733450E-2,2.069680599E0,-2.289974302E-1
4.164163033E1,-6.436350404E-1,-1.073204978E0,-4.387189293E-1
4.174119533E1,9.270965070E-2,1.021547312E0,-6.638957888E-1
4.184076133E1,7.535072923E-1,1.461960326E-1,2.440481633E-1
4.194032600E1,1.335385503E0,1.245177583E0,1.488145620E-1
4.203989100E1,1.177388912E0,-4.634685852E-1,2.617741145E0
4.213945700E1,-6.508217070E-1,-1.304297904E0,-2.100239756E0
4.223902200E1,-1.650592380E0,-1.898305140E0,-1.919056762E0
4.233858700E1,-3.597932124E-1,-2.349642214E-1,2.152133210E0
4.243815200E1,2.927677488E-1,5.930886385E-1,-2.138671165E0
4.253771800E1,-1.884108831E-1,6.663932077E-1,6.307771593E-1
4.263728300E1,-8.269177692E-1,6.283039333E-1,3.403670079E-1
4.273684800E1,-1.246994167E0,7.475156504E-1,8.872237587E-1
4.283641400E1,3.791977823E-1,8.105511202E-1,3.024289278E0
4.293597900E1,-1.058421170E0,-2.650603374E0,-2.281253180E0
4.303554446E1,1.458248221E0,-2.530568807E0,-3.069320440E-1
4.313510946E1,-1.474482138E-1,1.772399676E0,1.114631331E-1
4.323467546E1,-5.389103848E-1,-1.328052363E0,-2.790905267E-1
4.333424046E1,9.750232100E-2,1.388822037E0,-8.302753866E-1
4.343380546E1,5.373195036E-1,-4.368683586E-1,5.067366654E-1
4.353337046E1,1.054951724E0,1.534540645E0,-2.879297626E-1
4.363293646E1,1.261927663E0,-2.780348119E-1,2.736653631E0
4.373250146E1,5.897893471E-1,-8.882711412E-1,-1.101790845E0
4.383206646E1,-9.766941981E-1,-1.692715283E0,-3.463384184E0
4.393163246E1,-2.962155595E-2,-2.109844246E0,3.455703866E0
4.403119746E1,1.781784019E-1,1.258138083E0,-2.130377474E0
4.413076196E1,1.267325521E-2,-2.788315681E-1,9.277420396E-1
4.423032696E1,-5.278160240E-1,9.709317671E-1,-2.425278872E-1
4.432989196E1,-1.091800585E0,3.596570454E-1,7.192484558E-2
4.442945796E1,-2.041779001E-1,1.432150344E0,1.615797939E0
4.452902296E1,-2.592417146E-1,-6.912285984E-1,2.122642778E0
4.462858796E1,-4.042152406E-1,-2.852353072E0,-3.061534873E0
4.472815296E1,2.457452007E0,-1.063661298E0,1.953689235E-1
4.482771896E1,-4.388949305E-1,1.550667265E0,-1.731278694E-1
4.492728396E1,-6.284508446E-1,-1.455348587E0,-5.552808344E-1
4.502684896E1,4.715776500E-1,1.595580167E0,-6.045412874E-1
4.512641396E1,5.885949071E-1,-2.349132045E-1,4.463951540E-1
4.522597896E1,1.521810379E0,1.562223995E0,9.310562414E-1
4.532554508E1,7.194433142E-1,-5.327114591E-1,1.935728343E0
4.542511008E1,-5.214345190E-1,-1.597983519E0,-2.429494715E0
4.552467508E1,-6.987601045E-1,-3.056013932E0,4.211930698E-1
4.562424008E1,-2.364388892E-1,3.749467834E-1,-8.145142168E-1
4.572380508E1,7.143324092E-2,-5.645735219E-2,-5.051111394E-1
4.582337108E1,-2.697225563E-1,8.478912932E-1,5.340437472E-1
4.592293608E1,-7.397083019E-1,1.968811231E-1,-2.096314520E-1
4.602250108E1,-5.606569107E-1,9.228903124E-1,1.003936522E0
4.612206608E1,4.334491262E-1,1.074378952E0,2.763992872E0
4.622163108E1,-1.118326187E0,-2.016016169E0,-1.194546397E0
4.632119708E1,1.142840053E0,-3.086395479E0,-2.255023740E0
4.642076212E1,9.587483624E-1,1.776828650E0,6.408513272E-1
4.652032712E1,-4.364309138E-1,-8.714533065E-1,-4.842044199E-1
4.661989213E1,6.704490557E-1,7.445850990E-1,-6.201381505E-1
4.671945713E1,3.467625462E-1,8.202339631E-1,-1.916717291E-3
4.681902212E1,8.514018153E-1,2.431220374E-1,2.839992642E-1
4.691858812E1,1.408243710E0,6.061739762E-1,1.667480893E0
4.701815312E1,5.870867640E-1,-1.067597425E0,2.616962296E-1
4.711771812E1,-9.527559896E-1,-1.116016683E0,-3.314882448E0
4.721728313E1,-7.273426102E-1,-2.448745503E0,3.244505360E0
4.731684813E1,-3.654249582E-1,5.092835663E-1,-1.635842194E0
4.741641312E1,-1.077970751E-1,-4.945681711E-1,-1.396835500E-1
4.751597812E1,-8.063164204E-2,9.999642891E-1,5.488448042E-1
4.761554412E1,-7.413423063E-1,2.210682403E-1,-3.739674479E-1
4.771510913E1,-7.853668700E-1,7.738004927E-1,1.254662790E0
4.781467413E1,-2.157622576E-3,7.121551985E-1,2.162828352E0
4.791423912E1,-1.032936227E0,-1.679466516E0,-9.081152755E-1
4.801380412E1,1.278686514E0,-2.877777350E0,-2.121178635E0
4.811336912E1,1.396883740E0,1.418780685E0,1.078952790E0
4.821293412E1,-3.987407850E-1,-9.329637493E-1,-9.610729229E-1
4.831250013E1,5.650793061E-2,2.719742460E-1,-3.039768612E-1
4.841206513E1,2.220186321E-1,6.782860789E-1,3.824885952E-1
4.851163012E1,5.914281754E-1,2.128656931E-2,-4.158837980E-1
4.861119512E1,1.228594441E0,9.726835929E-1,6.080782682E-1
4.871076058E1,1.308776871E0,-2.699022120E-1,9.255797392E-1
4.881032558E1,9.061884718E-1,1.681230913E-1,-2.585849261E-1
4.890989058E1,-2.885745643E-1,-1.327763072E0,-1.416506118E0
4.900945558E1,-1.047281128E0,-1.721170612E0,-6.747452974E-1
4.910902058E1,3.283404547E-1,-2.937648453E-1,1.566707640E0
4.920858658E1,2.669721723E-1,-3.724544808E-2,-1.727856318E0
4.930815158E1,-3.175793121E-1,2.146759911E-1,2.985395354E-1
4.940771658E1,-3.841255964E-1,6.132268146E-1,-1.722408468E-1
4.950728158E1,-1.134981761E0,5.914012782E-2,9.071194947E-2
4.960684658E1,-3.948613767E-1,1.721118279E0,4.925916660E-1
4.970641158E1,-3.202167718E-1,3.831488921E-1,1.314557574E0
4.980597583E1,-1.440174770E0,-1.043510770E0,3.064993501E-2
4.990554083E1,6.645045570E-1,-2.881691476E0,-2.619706979E0
5.000510583E1,1.581675050E0,1.620290939E0,1.081833714E0
5.010467083E1,-6.437553468E-1,-3.931290659E-1,-3.367388105E-1
5.020423683E1,3.005601870E-1,-9.783415049E-2,-9.419227070E-1
5.030380183E1,4.313904677E-1,1.140907914E0,2.813656783E-1
5.040336683E1,6.735052492E-1,-1.872702375E-1,-2.929817569E-1
5.050293183E1,7.221553990E-1,1.662615425E0,1.464058015E0
5.060249683E1,5.706001009E-1,-9.154716575E-1,2.392386530E0
5.070206183E1,2.285252675E-1,-1.294433797E0,-2.701400768E0
5.080162683E1,-1.049959664E-1,-2.664723523E0,-6.253988904E-1
5.090119183E1,-4.223005325E-2,2.991564167E-1,8.327282935E-1
5.100075696E1,-1.186935076E-1,-1.841986220E-1,-1.506456175E0
5.110032196E1,-2.565533110E-1,7.947267274E-1,5.522905684E-1
5.119988696E1,-6.298047674E-1,5.129196574E-1,-6.287762421E-1
5.129945196E1,-8.788565393E-1,6.054127418E-1,6.092851335E-1
5.139901696E1,7.226851568E-2,1.987766662E0,1.653929386E0
5.149858196E1,-5.786186801E-1,-9.071921463E-1,1.921420791E0
5.159814796E1,-6.364328787E-1,-2.234549861E0,-2.055629008E0
5.169771296E1,2.339061970E0,-1.422456683E0,4.805522490E-1
5.179727796E1,-3.902303088E-1,1.527591521E0,-1.751287866E-1
5.189684296E1,-5.132688823E-1,-1.209427999E0,-1.101386218E0
5.199640796E1,3.604247117E-1,1.931095594E0,-5.194666386E-3
5.209597346E1,4.194909453E-2,-1.953850034E-1,-4.125807059E-1
5.219553846E1,1.093503587E0,1.805206503E0,9.492282182E-1
5.229510346E1,1.181491465E0,-7.429609618E-1,3.080429565E0
5.239466846E1,-1.063064736E-1,-1.454030040E0,-2.595880160E0
5.249423346E1,-7.532365662E-1,-2.869750877E0,-2.368660283E-1
5.259379846E1,-3.999122746E-1,6.566535737E-1,-4.918671960E-1
5.269336346E1,1.956263472E-1,-1.936942810E-1,-2.290155566E-1
5.279292846E1,-2.368138419E-1,1.087065948E0,1.038366097E-1
5.289249346E1,-6.689260022E-1,4.631169482E-1,-1.540507436E-1
5.299205846E1,-9.032401595E-1,9.802098365E-1,1.369427846E0
5.309162346E1,1.424253094E-1,8.914591894E-3,2.824396364E0
5.319118846E1,-3.400682151E-1,-2.660406523E0,-2.948690627E0
5.329075375E1,1.535987538E0,-1.133038951E0,-7.919995129E-2
5.339031875E1,-4.021782169E-1,1.339577225E0,1.514253438E-1
5.348988375E1,-3.061721984E-1,-1.290838783E0,-1.111624693E0
5.358944875E1,6.167909119E-1,1.458032751E0,-1.963173419E-1
5.368901375E1,5.675737283E-1,-2.481972744E-1,-1.961688226E-1
5.378857875E1,8.315304914E-1,1.944803660E0,2.824924368E-1
5.388814375E1,7.315518746E-1,-6.929164702E-1,2.801615027E0
5.398770875E1,1.922516267E-1,-9.476335363E-1,-1.590594100E0
5.408727375E1,-8.978787012E-1,-2.363800955E0,-1.820298459E0
5.418683875E1,-1.928119361E-4,-1.931645232E-1,1.039370064E0
5.428640375E1,5.185231903E-1,7.187631369E-1,-7.433021468E-1
5.438596850E1,-5.922060013E-1,8.252873462E-1,1.909595382E-1
5.448553450E1,-5.751218989E-1,4.386682778E-1,4.213620543E-1
5.458509950E1,-1.010789313E0,6.676704589E-1,3.429099619E-1
5.468466450E1,1.832242566E-1,7.819410595E-1,3.122951687E0
5.478422950E1,-5.039035432E-1,-2.305516494E0,-2.280938015E0
5.488379450E1,1.574491161E0,-2.627321808E0,7.276392102E-2
5.498335950E1,5.384335443E-3,2.275862778E0,-1.131613984E0
5.508292450E1,-3.224708734E-1,-1.612677134E0,-9.257721126E-2
5.518248950E1,1.908135040E-1,1.664899055E0,-8.015690660E-1
5.528205450E1,9.339158222E-1,6.126858741E-3,7.409650147E-2
5.538161950E1,5.296326077E-1,1.926907526E0,-3.681196475E-1
5.548118412E1,8.053775038E-1,-3.364315394E-1,2.982417952E0
5.558074912E1,5.215260279E-1,-7.975705938E-1,-1.245673866E0
5.568031413E1,-4.197121894E-1,-2.128516306E0,-3.116483497E0
5.577987913E1,2.314227091E-1,-7.055493066E-1,2.487728305E0
5.587944412E1,1.409781235E-1,8.310613985E-1,-1.834529997E0
5.597900912E1,-7.611589587E-1,2.375353883E-1,7.531003261E-1
5.607857312E1,-5.378201714E-1,8.488090137E-1,7.603192985E-2
5.617813812E1,-1.078283138E0,4.791820271E-1,9.370104611E-2
5.627770313E1,6.190061295E-1,1.567630184E0,2.930068415E0
5.637726813E1,-7.539127967E-1,-2.060272136E0,-5.548539877E-1
5.647683312E1,8.750162342E-1,-3.155159028E0,-2.830118449E0
5.657639812E1,7.145154271E-1,1.919785325E0,1.103381288E0
5.667596308E1,-7.639339010E-1,-9.528233787E-1,-1.023876697E-1
5.677552808E1,4.880115420E-1,8.552091566E-1,-1.211018003E0
5.687509308E1,6.080614574E-1,8.178675219E-1,3.667116380E-1
5.697465808E1,9.227138726E-1,9.238172422E-1,-1.225640720E-1
5.707422308E1,1.032591679E0,4.833880024E-1,1.832423245E0
5.717378808E1,-4.741843387E-2,-1.286544880E0,-1.187101722E-1
5.727335308E1,-9.354545170E-1,-1.801536790E0,-3.411369692E0
5.737291808E1,3.114680216E-2,-1.395011461E0,2.763616312E0
5.747248308E1,8.154607348E-2,9.688177063E-1,-1.974901764E0
5.757204808E1,-1.261580631E-1,1.982909234E-1,1.010246252E0
5.767161308E1,-5.256426139E-1,7.923051761E-1,-6.357852995E-2
5.777117883E1,-1.197247518E0,4.440682545E-1,1.391760117E-1
5.787074383E1,8.996087462E-2,1.631755283E0,2.582702290E0
5.797030883E1,-5.453528470E-1,-1.611279210E0,-2.119966507E-2
5.806987383E1,4.000074381E-1,-3.196397393E0,-3.159328385E0
5.816943883E1,1.218312916E0,1.447390673E0,9.154049993E-1
5.826900383E1,-7.970200785E-1,-3.766596521E-1,4.205785275E-2
5.836856883E1,5.386984232E-1,3.207798587E-1,-8.243661904E-1
5.846813383E1,5.828734066E-1,1.191843156E0,-5.934982359E-2
5.856769883E1,8.194368415E-1,2.946474094E-1,4.476832956E-1
5.866726383E1,1.562301617E0,7.886841416E-1,2.486499220E0
5.876682883E1,1.726495671E-1,-1.513342149E0,-4.333038229E-1
5.886639358E1,-1.301127397E0,-2.103852458E0,-3.379122298E0
5.896595858E1,1.048167492E-1,-1.199142454E0,2.800756071E0
5.906552258E1,4.898028365E-1,5.661180639E-1,-1.695313055E0
5.916508758E1,-3.577078030E-2,1.604856044E-1,5.700099707E-2
5.926465258E1,-7.045544028E-1,8.218154888E-1,3.699305302E-1
5.936421758E1,-1.320481389E0,1.475641349E-1,-5.798946887E-1
5.946378258E1,-3.173137754E-2,2.066012786E0,1.637303413E0
5.956334758E1,-4.880669443E-1,-9.732267261E-1,2.729370924E0
5.966291258E1,-1.705470546E-1,-2.537091084E0,-2.915618775E0
5.976247758E1,2.004043410E0,-6.655780327E-1,6.750078374E-1
5.986204258E1,-6.296894310E-1,1.453951395E0,-9.120720863E-2
5.996160758E1,-4.375424695E-1,-1.407501845E0,-8.954075217E-1
6.006117237E1,6.250208679E-1,1.643029884E0,-3.819711167E-1
6.016073738E1,7.316021606E-1,-2.908251576E-1,6.941065979E-1
6.026030238E1,1.398557505E0,2.253226013E0,1.770042225E0
6.035986737E1,3.201182462E-1,-1.675200095E0,1.587521973E0
6.045943237E1,-4.975788293E-1,-1.988323317E0,-4.222638704E0
6.055899737E1,1.399984226E-2,-2.246584015E0,2.668230098E0
6.065856137E1,-1.367328988E-1,1.133072718E0,-1.312474211E0
6.075812638E1,-3.879995960E-1,-6.353900278E-1,-2.031346107E-1
6.085769138E1,-1.985280280E-1,1.135751182E0,2.055951190E-1
6.095725637E1,-1.112577496E0,2.621054616E-1,-1.831821567E-1
6.105682137E1,-3.173045661E-1,1.611798882E0,1.927970257E0
6.115638658E1,1.555030458E-1,-4.240739930E-1,2.411778236E0
6.125595158E1,-4.496156542E-1,-2.885522279E0,-3.252250582E0
6.135551658E1,1.176896942E0,-6.753867370E-1,-3.568526477E-1
6.145508158E1,-4.887222710E-1,1.174312472E0,6.656160396E-1
6.155464658E1,2.379743680E-2,-8.576118506E-1,-9.854844636E-1
6.165421158E1,4.251563126E-1,1.576991576E0,-6.271764439E-1
6.175377658E1,6.182505231E-1,-1.641199413E-1,3.536536360E-1
6.185334158E1,1.201724146E0,2.130730500E0,9.719908440E-1
6.195290658E1,1.018344938E0,-8.463400999E-1,3.038695648E0
6.205247058E1,-3.076639692E-1,-2.039780423E0,-3.566648351E0
6.215203558E1,-2.615841092E-1,-2.946062304E0,8.991374606E-1
6.225160058E1,2.153909594E-1,1.072382420E0,-7.745876741E-1
6.235116583E1,-1.905984727E-1,-8.401593737E-2,-1.431585503E-1
6.245073083E1,-4.269517002E-1,8.268630246E-1,-4.082221913E-1
6.255029583E1,-1.263493694E0,4.764155632E-1,2.927320808E-1
6.264986083E1,-5.185638285E-1,1.425702327E0,1.623946618E0
6.274942583E1,2.975199272E-1,1.945910977E-1,2.408586241E0
6.284899083E1,-7.200745212E-1,-3.107229694E0,-3.001467011E0
6.294855583E1,8.812190337E-1,-1.193028606E0,-1.477532923E-2
6.304812083E1,-8.688085377E-2,1.914710380E0,-6.053914726E-2
6.314768583E1,-5.339194939E-2,-1.355310475E0,-5.001070923E-1
6.324724983E1,-7.097788900E-3,1.399925753E0,-9.072797084E-1
6.334681483E1,7.757432301E-1,4.459744468E-3,2.907779413E-1
6.344637900E1,9.920312986E-1,2.269742351E0,1.019608229E0
6.354594400E1,4.933249068E-1,-6.344766927E-1,2.909010837E0
6.364550900E1,-1.089005908E-1,-2.418049082E0,-2.952911732E0
6.374507400E1,5.250375733E-1,-2.774071133E0,4.955602974E-1
6.384463900E1,2.155888876E-1,7.692237309E-1,-8.820676839E-1
6.394420400E1,-1.619376873E-1,-1.809005000E-1,-4.520915115E-1
6.404376900E1,-2.594672710E-2,1.306946254E0,2.593468183E-1
6.414333400E1,-1.318956435E0,-4.582784504E-2,2.138946569E-1
6.424289900E1,-2.435938346E-1,1.422384909E0,1.178833174E0
6.434246300E1,4.828958130E-1,8.472288767E-1,1.997918159E0
6.444202800E1,-8.919149798E-1,-3.020956950E0,-2.591948492E0
6.454159296E1,1.183835759E0,-8.309725209E-1,3.532835072E-1
6.464115796E1,-6.185620335E-1,1.618326859E0,1.987965614E-1
6.474072296E1,-2.606687276E-1,-1.273896183E0,-8.660971838E-1
6.484028796E1,3.596805073E-1,1.954295007E0,-5.990045589E-1
6.493985296E1,6.048435885E-1,-5.955704892E-1,8.100434357E-1
6.503941796E1,1.238707785E0,2.189541795E0,7.301903504E-1
6.513898296E1,7.323080657E-1,-7.801738847E-1,2.611270616E0
6.523854696E1,-7.989547759E-1,-1.350993037E0,-2.645021330E0
6.533811196E1,-9.956982337E-1,-2.815610045E0,1.022251171E-1
6.543767696E1,-3.681256409E-1,9.290985205E-1,-1.071509285E0
6.553724196E1,-2.687992810E-1,3.661459199E-1,5.326813459E-2
6.563680696E1,-5.867100571E-1,1.441454141E0,8.935071766E-2
6.573637200E1,-7.856427124E-1,3.430092184E-1,3.607907474E-1
6.583593700E1,4.686534575E-1,5.078026128E-1,2.386703036E0
6.593550200E1,-5.593474267E-1,-1.982781326E0,-8.567550874E-1
6.603506700E1,1.290651818E0,-2.020352610E0,-1.708326033E0
6.613463100E1,6.286649989E-1,1.409540184E0,8.315904254E-1
6.623419600E1,-3.546558487E-1,-9.945416544E-1,-6.028643060E-1
6.633376100E1,3.451797049E-1,1.106102071E0,-6.185097009E-1
6.643332600E1,3.024257411E-1,5.184367977E-2,-2.382933336E-1
6.653289100E1,1.138249989E0,1.495193707E0,-4.626258552E-2
6.663245600E1,8.759196290E-1,3.238068160E-1,2.371330122E0
6.673202100E1,4.527288580E-1,-8.849950925E-1,-6.645267034E-1
6.683158596E1,-8.355150765E-1,-1.812235441E0,-3.033734286E0
6.693114996E1,-3.755983825E-1,-1.257311140E0,2.775948089E0
6.703071496E1,3.521457852E-1,8.326673363E-1,-1.927079142E0
6.713027996E1,-3.396756477E-1,1.607588156E-1,3.337011820E-1
6.722984496E1,-7.101327927E-1,7.471865983E-1,1.557569611E-1
6.732940996E1,-1.188417053E0,5.870017601E-1,-1.618152612E-1
6.742897496E1,9.059778258E-2,2.074785510E0,2.492596697E0
6.752853996E1,-4.016925325E-1,-1.923655158E0,6.182372206E-1
6.762810396E1,8.325443255E-1,-3.080918393E0,-3.281927540E0
6.772766896E1,1.330288923E0,1.722900511E0,1.728280826E0
6.782723396E1,-9.074193107E-1,-6.563182358E-1,-1.107424053E0
6.792679983E1,3.274338439E-1,2.624167527E-1,-6.356262553E-1
6.802636483E1,1.074795055E0,1.590315773E0,3.634091306E-1
6.812592983E1,1.082236587E0,1.054352019E0,3.982737386E-1
6.822549483E1,1.076165204E0,2.846380726E-2,2.623904110E0
6.832505883E1,-2.666643894E-1,-1.333376253E0,-2.082741378E0
6.842462383E1,-8.502760801E-1,-2.642783015E0,-5.793339407E-1
6.852418883E1,-1.382881120E-1,4.323393247E-1,2.070241785E-1
6.862375383E1,8.748954892E-2,-3.807646899E-1,-1.498644880E0
6.872331883E1,-1.812088676E-1,6.724757007E-1,7.546948618E-1
6.882288383E1,-7.521261799E-1,5.534425429E-1,-4.645688850E-1
6.892244883E1,-1.303462044E0,5.273964863E-1,5.788065219E-1
6.902201283E1,5.979222393E-1,2.113467034E0,2.002481326E0
6.912157737E1,-1.037213026E0,-1.691094874E0,-1.238522136E-1
6.922114237E1,2.298302930E-1,-2.652139730E0,-2.764833117E0
6.932070737E1,8.588921716E-1,1.706266644E0,1.222990762E0
6.942027237E1,-5.624662585E-1,-6.639273638E-1,-8.591740805E-1
6.951983738E1,4.046518084E-1,4.421614775E-1,-7.905768853E-1
6.961940138E1,5.383216432E-1,6.535360575E-1,2.693560821E-1
6.971896637E1,1.255449095E0,1.228088949E0,2.806950027E-1
6.981853137E1,6.716331169E-1,6.256792644E-1,2.008232648E0
6.991809637E1,3.086512716E-1,-2.038365689E0,-8.567182499E-1
7.001766137E1,-5.438311091E-1,-2.269130732E0,-2.734977234E0
7.011722638E1,5.049735837E-1,-2.485866259E-1,1.651393449E0
7.021678996E1,2.528599173E-2,1.410796458E-1,-6.904865867E-1
7.031635496E1,-3.557052778E-1,2.302858642E-1,-1.775635672E-1
7.041591996E1,-4.819196203E-1,8.870122357E-1,1.561458009E-1
7.051548496E1,-1.194389107E0,1.327220743E-1,-3.507475698E-1
7.061504996E1,1.171637298E-1,2.269867774E0,3.073529266E0
7.071461496E1,-7.832737130E-1,-1.538957047E0,3.809168637E-1
7.081417896E1,4.078476772E-1,-3.138375180E0,-3.686653097E0
7.091374396E1,1.339231655E0,1.075338334E0,1.696505302E0
7.101330896E1,-7.534541557E-1,2.014012036E-1,-1.447402221E-1
7.111287396E1,3.296057922E-1,4.467492029E-2,-7.948260570E-1
7.121243896E1,2.885557070E-1,1.543092782E0,-1.716268891E-1
7.131200296E1,1.164905399E0,3.657696515E-2,1.029485931E0
7.141156887E1,1.229344347E0,7.874243590E-1,1.733416436E0
7.151113387E1,1.468819110E-1,-1.025633054E0,-4.399269640E-1
7.161069888E1,-1.034249073E0,-1.613346640E0,-2.967499366E0
7.171026387E1,-5.396110274E-1,-1.615457631E0,2.788282791E0
7.180982887E1,3.289058074E-1,7.477757053E-1,-1.933571890E0
7.190939287E1,-8.130187914E-2,2.638804570E-1,2.480809879E-1
7.200895787E1,-4.981292716E-1,8.579056732E-1,2.772316968E-1
7.210852288E1,-1.017642103E0,5.278328347E-1,-2.044514036E-1
7.220808788E1,-1.818172704E-1,1.462934180E0,2.279887270E0
7.230765287E1,-7.459709622E-1,-1.170618494E0,1.104443142E0
7.240721687E1,4.319462456E-2,-2.966615267E0,-3.859321960E0
7.250678162E1,1.473999451E0,4.217418310E-1,1.530350822E0
7.260634662E1,-3.517093637E-1,3.346566901E-1,-1.955379081E-1
7.270591162E1,6.193483378E-1,2.338647256E-1,-7.074376649E-1
7.280547662E1,5.370192491E-2,1.281768728E0,-2.238015944E-1
7.290504063E1,6.006843909E-1,1.477812128E-1,9.869199550E-1
7.300460563E1,1.250537141E0,6.424408928E-1,2.261783121E0
7.310417062E1,5.750170876E-1,-1.120996902E0,-6.055739057E-1
7.320373562E1,-8.643954979E-1,-1.239365305E0,-3.793259532E0
7.330330062E1,-6.266292907E-1,-1.795937497E0,3.000754235E0
7.340286462E1,-2.614804673E-1,8.674375849E-1,-1.751428784E0
7.350242963E1,3.814431131E-3,2.506595369E-1,6.399251282E-1
7.360199458E1,2.885177001E-2,8.665521703E-1,-2.014950514E-1
7.370155958E1,-1.071838922E0,3.105745670E-1,-3.584009904E-1
7.380112458E1,-7.883596212E-2,1.748094994E0,2.120147186E0
7.390068858E1,-3.849521003E-1,-9.949357568E-1,1.294043203E0
7.400025358E1,4.266457446E-2,-2.979028321E0,-3.312881531E0
7.409981858E1,1.198929981E0,1.432159992E-1,9.001051748E-1
7.419938358E1,-7.993309712E-1,3.830681274E-1,-4.275659502E-2
7.429894758E1,3.358038408E-1,-3.193801083E-1,-1.223376094E0
7.439851258E1,3.191593029E-1,1.510266952E0,-1.340602827E-1
7.449807758E1,3.761851506E-1,-1.089241259E-1,8.553961945E-1
7.459764258E1,1.433612001E0,1.102562239E0,3.113118424E0
7.469720758E1,3.819316480E-1,-1.452812796E0,-1.304122633E0
7.479677100E1,-5.196936567E-1,-2.857587791E0,-2.748546867E0
7.489633600E1,3.388427849E-1,-4.201502920E-1,1.362388383E0
7.499590100E1,1.561778875E-1,5.091587283E-1,-8.739154959E-1
7.509546600E1,-4.184769651E-1,1.427556771E-1,1.467785615E-1
7.519503000E1,-5.076748511E-1,9.297744586E-1,-3.089616126E-1
7.529459500E1,-1.252061218E0,5.030352317E-2,7.881812811E-2
7.539416000E1,1.563793972E-1,2.083665530E0,1.968532977E0
7.549372500E1,-5.129613188E-1,-1.416790293E0,1.718290858E0
7.559329000E1,-1.233092996E-1,-2.595238720E0,-3.009413962E0
7.569285400E1,1.764750495E0,7.448968287E-1,1.305458137E0
7.579241900E1,-7.754106697E-1,3.251239745E-1,-8.808421075E-2
7.589198433E1,-1.733255053E-1,-5.249244297E-1,-1.268152902E0
7.599154933E1,1.733430469E-1,1.512140254E0,1.351350009E-1
7.609111333E1,9.262343350E-1,1.333869027E-1,7.619354689E-1
7.619067833E1,1.705962589E0,1.919199142E0,1.310860380E0
7.629024333E1,-3.327299595E-2,-1.361844738E0,1.856141891E0
7.638980833E1,-1.185053150E0,-1.870284551E0,-3.478164775E0
7.648937233E1,2.342252795E-1,-1.587164124E0,2.347569376E0
7.658893733E1,3.382123089E-1,1.041792858E0,-1.114026144E0
7.668850233E1,-4.948539537E-1,3.151742792E-1,2.348224264E-1
7.678806733E1,-1.524584006E-1,6.781536394E-1,2.979524750E-1
7.688763133E1,-1.095661940E0,-1.634077504E-3,-2.782140291E-1
7.698719633E1,1.032210733E0,1.773630223E0,3.054520553E0
7.708676096E1,-9.756225497E-1,-2.276930626E0,-1.427238098E0
7.718632596E1,1.188439784E0,-2.619018762E0,-7.392739999E-1
7.728588996E1,6.505221833E-1,1.823680050E0,3.829142725E-1
7.738545496E1,-1.473328775E-1,-8.794528091E-1,-1.020067821E0
7.748501996E1,9.548265617E-1,1.601802043E0,-3.134288853E-1
7.758458496E1,5.138679296E-1,1.456293643E-1,4.558729059E-1
7.768414896E1,9.971411803E-1,1.220093467E0,1.299671148E0
7.778371396E1,7.616888626E-1,-1.583556684E0,2.436790286E0
7.788327896E1,-8.820583284E-1,-1.287813287E0,-3.722339239E0
7.798284396E1,-5.194052428E-1,-2.209828125E0,2.273780438E0
7.808240796E1,-3.348766185E-1,5.649628003E-1,-1.481897285E0
7.818197483E1,-1.814198059E-1,-4.955168818E-1,-1.001826847E-1
